observable,domain,geometry,numeric,value,target,residual_pct,status,owner_geometry,primary_source
GR_photon_sphere_r_M,GR,bsfg,numerical,3.0,3.0,0.000000,EXACT,bsfg,PAPER_1149
GR_photon_sphere_r_M,GR,bsfg,discrete,3.0,3.0,0.000000,EXACT,bsfg,PAPER_1149
GR_photon_sphere_r_M,GR,dpm,symbolic,,3.0,,GAP,bsfg,PAPER_1149
GR_photon_sphere_r_M,GR,dpm,numerical,,3.0,,GAP,bsfg,PAPER_1149
GR_photon_sphere_r_M,GR,dpm,discrete,,3.0,,GAP,bsfg,PAPER_1149
GR_photon_sphere_r_M,GR,d26,symbolic,,3.0,,GAP,bsfg,PAPER_1149
GR_photon_sphere_r_M,GR,d26,numerical,,3.0,,GAP,bsfg,PAPER_1149
GR_photon_sphere_r_M,GR,d26,discrete,,3.0,,GAP,bsfg,PAPER_1149
GW_memory_fraction,astro,qcalcgeom,symbolic,0.06029,0.0603,0.016584,OK,qcalcgeom,PAPER_1766
GW_memory_fraction,astro,qcalcgeom,numerical,0.06029,0.0603,0.016584,OK,qcalcgeom,PAPER_1766
GW_memory_fraction,astro,qcalcgeom,discrete,0.06029,0.0603,0.016584,OK,qcalcgeom,PAPER_1766
GW_memory_fraction,astro,bsfg,symbolic,,0.0603,,GAP,qcalcgeom,PAPER_1766
GW_memory_fraction,astro,bsfg,numerical,,0.0603,,GAP,qcalcgeom,PAPER_1766
GW_memory_fraction,astro,bsfg,discrete,,0.0603,,GAP,qcalcgeom,PAPER_1766
GW_memory_fraction,astro,dpm,symbolic,,0.0603,,GAP,qcalcgeom,PAPER_1766
GW_memory_fraction,astro,dpm,numerical,,0.0603,,GAP,qcalcgeom,PAPER_1766
GW_memory_fraction,astro,dpm,discrete,,0.0603,,GAP,qcalcgeom,PAPER_1766
GW_memory_fraction,astro,d26,symbolic,,0.0603,,GAP,qcalcgeom,PAPER_1766
GW_memory_fraction,astro,d26,numerical,,0.0603,,GAP,qcalcgeom,PAPER_1766
GW_memory_fraction,astro,d26,discrete,,0.0603,,GAP,qcalcgeom,PAPER_1766
ITER_R_over_a,SI,qcalcgeom,symbolic,,3.1,,GAP,bsfg,PAPER_1706
ITER_R_over_a,SI,qcalcgeom,numerical,,3.1,,GAP,bsfg,PAPER_1706
ITER_R_over_a,SI,qcalcgeom,discrete,,3.1,,GAP,bsfg,PAPER_1706
ITER_R_over_a,SI,bsfg,symbolic,3.1,3.1,0.000000,EXACT,bsfg,PAPER_1706
ITER_R_over_a,SI,bsfg,numerical,3.1,3.1,0.000000,EXACT,bsfg,PAPER_1706
ITER_R_over_a,SI,bsfg,discrete,3.1,3.1,0.000000,EXACT,bsfg,PAPER_1706
ITER_R_over_a,SI,dpm,symbolic,,3.1,,GAP,bsfg,PAPER_1706
ITER_R_over_a,SI,dpm,numerical,,3.1,,GAP,bsfg,PAPER_1706
ITER_R_over_a,SI,dpm,discrete,,3.1,,GAP,bsfg,PAPER_1706
ITER_R_over_a,SI,d26,symbolic,,3.1,,GAP,bsfg,PAPER_1706
ITER_R_over_a,SI,d26,numerical,,3.1,,GAP,bsfg,PAPER_1706
ITER_R_over_a,SI,d26,discrete,,3.1,,GAP,bsfg,PAPER_1706
KK_AU_per_1e10_m,KK,qcalcgeom,symbolic,,14.96,,GAP,dpm,PAPER_1167
KK_AU_per_1e10_m,KK,qcalcgeom,numerical,,14.96,,GAP,dpm,PAPER_1167
KK_AU_per_1e10_m,KK,qcalcgeom,discrete,,14.96,,GAP,dpm,PAPER_1167
KK_AU_per_1e10_m,KK,bsfg,symbolic,,14.96,,GAP,dpm,PAPER_1167
KK_AU_per_1e10_m,KK,bsfg,numerical,,14.96,,GAP,dpm,PAPER_1167
KK_AU_per_1e10_m,KK,bsfg,discrete,,14.96,,GAP,dpm,PAPER_1167
KK_AU_per_1e10_m,KK,dpm,symbolic,15.015964025882605,14.96,0.374091,OK,dpm,PAPER_1167
KK_AU_per_1e10_m,KK,dpm,numerical,15.015964025882605,14.96,0.374091,OK,dpm,PAPER_1167
KK_AU_per_1e10_m,KK,dpm,discrete,15.015964025882605,14.96,0.374091,OK,dpm,PAPER_1167
KK_AU_per_1e10_m,KK,d26,symbolic,,14.96,,GAP,dpm,PAPER_1167
KK_AU_per_1e10_m,KK,d26,numerical,,14.96,,GAP,dpm,PAPER_1167
KK_AU_per_1e10_m,KK,d26,discrete,,14.96,,GAP,dpm,PAPER_1167
KK_Earth_orbit_v_per_km_s,KK,qcalcgeom,symbolic,,29.78,,GAP,dpm,PAPER_1167
KK_Earth_orbit_v_per_km_s,KK,qcalcgeom,numerical,,29.78,,GAP,dpm,PAPER_1167
KK_Earth_orbit_v_per_km_s,KK,qcalcgeom,discrete,,29.78,,GAP,dpm,PAPER_1167
KK_Earth_orbit_v_per_km_s,KK,bsfg,symbolic,,29.78,,GAP,dpm,PAPER_1167
KK_Earth_orbit_v_per_km_s,KK,bsfg,numerical,,29.78,,GAP,dpm,PAPER_1167
KK_Earth_orbit_v_per_km_s,KK,bsfg,discrete,,29.78,,GAP,dpm,PAPER_1167
KK_Earth_orbit_v_per_km_s,KK,dpm,symbolic,29.718370978009258,29.78,0.206948,OK,dpm,PAPER_1167
KK_Earth_orbit_v_per_km_s,KK,dpm,numerical,29.718370978009258,29.78,0.206948,OK,dpm,PAPER_1167
KK_Earth_orbit_v_per_km_s,KK,dpm,discrete,29.718370978009258,29.78,0.206948,OK,dpm,PAPER_1167
KK_Earth_orbit_v_per_km_s,KK,d26,symbolic,,29.78,,GAP,dpm,PAPER_1167
KK_Earth_orbit_v_per_km_s,KK,d26,numerical,,29.78,,GAP,dpm,PAPER_1167
KK_Earth_orbit_v_per_km_s,KK,d26,discrete,,29.78,,GAP,dpm,PAPER_1167
KK_Earth_radius_per_1e6_m,KK,qcalcgeom,symbolic,6.36348841,6.371,0.117903,OK,qcalcgeom,PAPER_1167
KK_Earth_radius_per_1e6_m,KK,qcalcgeom,numerical,6.36348841,6.371,0.117903,OK,qcalcgeom,PAPER_1167
KK_Earth_radius_per_1e6_m,KK,qcalcgeom,discrete,6.36348841,6.371,0.117903,OK,qcalcgeom,PAPER_1167
KK_Earth_radius_per_1e6_m,KK,bsfg,symbolic,,6.371,,GAP,qcalcgeom,PAPER_1167
KK_Earth_radius_per_1e6_m,KK,bsfg,numerical,,6.371,,GAP,qcalcgeom,PAPER_1167
KK_Earth_radius_per_1e6_m,KK,bsfg,discrete,,6.371,,GAP,qcalcgeom,PAPER_1167
KK_Earth_radius_per_1e6_m,KK,dpm,symbolic,,6.371,,GAP,qcalcgeom,PAPER_1167
KK_Earth_radius_per_1e6_m,KK,dpm,numerical,,6.371,,GAP,qcalcgeom,PAPER_1167
KK_Earth_radius_per_1e6_m,KK,dpm,discrete,,6.371,,GAP,qcalcgeom,PAPER_1167
KK_Earth_radius_per_1e6_m,KK,d26,symbolic,,6.371,,GAP,qcalcgeom,PAPER_1167
KK_Earth_radius_per_1e6_m,KK,d26,numerical,,6.371,,GAP,qcalcgeom,PAPER_1167
KK_Earth_radius_per_1e6_m,KK,d26,discrete,,6.371,,GAP,qcalcgeom,PAPER_1167
KK_Jupiter_mass_per_1e27_kg,KK,qcalcgeom,symbolic,1.9045829013406672,1.898,0.346834,OK,qcalcgeom,PAPER_1167
KK_Jupiter_mass_per_1e27_kg,KK,qcalcgeom,numerical,1.9045829013406672,1.898,0.346834,OK,qcalcgeom,PAPER_1167
KK_Jupiter_mass_per_1e27_kg,KK,qcalcgeom,discrete,1.9045829013406672,1.898,0.346834,OK,qcalcgeom,PAPER_1167
KK_Jupiter_mass_per_1e27_kg,KK,bsfg,symbolic,,1.898,,GAP,qcalcgeom,PAPER_1167
KK_Jupiter_mass_per_1e27_kg,KK,bsfg,numerical,,1.898,,GAP,qcalcgeom,PAPER_1167
KK_Jupiter_mass_per_1e27_kg,KK,bsfg,discrete,,1.898,,GAP,qcalcgeom,PAPER_1167
KK_Jupiter_mass_per_1e27_kg,KK,dpm,symbolic,,1.898,,GAP,qcalcgeom,PAPER_1167
KK_Jupiter_mass_per_1e27_kg,KK,dpm,numerical,,1.898,,GAP,qcalcgeom,PAPER_1167
KK_Jupiter_mass_per_1e27_kg,KK,dpm,discrete,,1.898,,GAP,qcalcgeom,PAPER_1167
KK_Jupiter_mass_per_1e27_kg,KK,d26,symbolic,,1.898,,GAP,qcalcgeom,PAPER_1167
KK_Jupiter_mass_per_1e27_kg,KK,d26,numerical,,1.898,,GAP,qcalcgeom,PAPER_1167
KK_Jupiter_mass_per_1e27_kg,KK,d26,discrete,,1.898,,GAP,qcalcgeom,PAPER_1167
KK_Mars_orbit_AU,KK,qcalcgeom,symbolic,1.5205052953872107,1.524,0.229311,OK,qcalcgeom,PAPER_1167
KK_Mars_orbit_AU,KK,qcalcgeom,numerical,1.5205052953872107,1.524,0.229311,OK,qcalcgeom,PAPER_1167
KK_Mars_orbit_AU,KK,qcalcgeom,discrete,1.5205052953872107,1.524,0.229311,OK,qcalcgeom,PAPER_1167
KK_Mars_orbit_AU,KK,bsfg,symbolic,,1.524,,GAP,qcalcgeom,PAPER_1167
KK_Mars_orbit_AU,KK,bsfg,numerical,,1.524,,GAP,qcalcgeom,PAPER_1167
KK_Mars_orbit_AU,KK,bsfg,discrete,,1.524,,GAP,qcalcgeom,PAPER_1167
KK_Mars_orbit_AU,KK,dpm,symbolic,,1.524,,GAP,qcalcgeom,PAPER_1167
KK_Mars_orbit_AU,KK,dpm,numerical,,1.524,,GAP,qcalcgeom,PAPER_1167
KK_Mars_orbit_AU,KK,dpm,discrete,,1.524,,GAP,qcalcgeom,PAPER_1167
KK_Mars_orbit_AU,KK,d26,symbolic,,1.524,,GAP,qcalcgeom,PAPER_1167
KK_Mars_orbit_AU,KK,d26,numerical,,1.524,,GAP,qcalcgeom,PAPER_1167
KK_Mars_orbit_AU,KK,d26,discrete,,1.524,,GAP,qcalcgeom,PAPER_1167
KK_Mercury_year_per_10_day,KK,qcalcgeom,symbolic,8.822047162389,8.797,0.284724,OK,qcalcgeom,PAPER_1167
KK_Mercury_year_per_10_day,KK,qcalcgeom,numerical,8.822047162389,8.797,0.284724,OK,qcalcgeom,PAPER_1167
KK_Mercury_year_per_10_day,KK,qcalcgeom,discrete,8.822047162389,8.797,0.284724,OK,qcalcgeom,PAPER_1167
KK_Mercury_year_per_10_day,KK,bsfg,symbolic,,8.797,,GAP,qcalcgeom,PAPER_1167
KK_Mercury_year_per_10_day,KK,bsfg,numerical,,8.797,,GAP,qcalcgeom,PAPER_1167
KK_Mercury_year_per_10_day,KK,bsfg,discrete,,8.797,,GAP,qcalcgeom,PAPER_1167
KK_Mercury_year_per_10_day,KK,dpm,symbolic,,8.797,,GAP,qcalcgeom,PAPER_1167
KK_Mercury_year_per_10_day,KK,dpm,numerical,,8.797,,GAP,qcalcgeom,PAPER_1167
KK_Mercury_year_per_10_day,KK,dpm,discrete,,8.797,,GAP,qcalcgeom,PAPER_1167
KK_Mercury_year_per_10_day,KK,d26,symbolic,,8.797,,GAP,qcalcgeom,PAPER_1167
KK_Mercury_year_per_10_day,KK,d26,numerical,,8.797,,GAP,qcalcgeom,PAPER_1167
KK_Mercury_year_per_10_day,KK,d26,discrete,,8.797,,GAP,qcalcgeom,PAPER_1167
KK_Moon_orbital_period_per_day,KK,qcalcgeom,symbolic,,27.32,,GAP,dpm,PAPER_1167
KK_Moon_orbital_period_per_day,KK,qcalcgeom,numerical,,27.32,,GAP,dpm,PAPER_1167
KK_Moon_orbital_period_per_day,KK,qcalcgeom,discrete,,27.32,,GAP,dpm,PAPER_1167
KK_Moon_orbital_period_per_day,KK,bsfg,symbolic,,27.32,,GAP,dpm,PAPER_1167
KK_Moon_orbital_period_per_day,KK,bsfg,numerical,,27.32,,GAP,dpm,PAPER_1167
KK_Moon_orbital_period_per_day,KK,bsfg,discrete,,27.32,,GAP,dpm,PAPER_1167
KK_Moon_orbital_period_per_day,KK,dpm,symbolic,27.32127097800926,27.32,0.004652,OK,dpm,PAPER_1167
KK_Moon_orbital_period_per_day,KK,dpm,numerical,27.32127097800926,27.32,0.004652,OK,dpm,PAPER_1167
KK_Moon_orbital_period_per_day,KK,dpm,discrete,27.32127097800926,27.32,0.004652,OK,dpm,PAPER_1167
KK_Moon_orbital_period_per_day,KK,d26,symbolic,,27.32,,GAP,dpm,PAPER_1167
KK_Moon_orbital_period_per_day,KK,d26,numerical,,27.32,,GAP,dpm,PAPER_1167
KK_Moon_orbital_period_per_day,KK,d26,discrete,,27.32,,GAP,dpm,PAPER_1167
KK_Sun_mass_per_1e29_kg,KK,qcalcgeom,symbolic,,19.89,,GAP,dpm,PAPER_1167
KK_Sun_mass_per_1e29_kg,KK,qcalcgeom,numerical,,19.89,,GAP,dpm,PAPER_1167
KK_Sun_mass_per_1e29_kg,KK,qcalcgeom,discrete,,19.89,,GAP,dpm,PAPER_1167
KK_Sun_mass_per_1e29_kg,KK,bsfg,symbolic,,19.89,,GAP,dpm,PAPER_1167
KK_Sun_mass_per_1e29_kg,KK,bsfg,numerical,,19.89,,GAP,dpm,PAPER_1167
KK_Sun_mass_per_1e29_kg,KK,bsfg,discrete,,19.89,,GAP,dpm,PAPER_1167
KK_Sun_mass_per_1e29_kg,KK,dpm,symbolic,19.838011188271604,19.89,0.261382,OK,dpm,PAPER_1167
KK_Sun_mass_per_1e29_kg,KK,dpm,numerical,19.838011188271604,19.89,0.261382,OK,dpm,PAPER_1167
KK_Sun_mass_per_1e29_kg,KK,dpm,discrete,19.838011188271604,19.89,0.261382,OK,dpm,PAPER_1167
KK_Sun_mass_per_1e29_kg,KK,d26,symbolic,,19.89,,GAP,dpm,PAPER_1167
KK_Sun_mass_per_1e29_kg,KK,d26,numerical,,19.89,,GAP,dpm,PAPER_1167
KK_Sun_mass_per_1e29_kg,KK,d26,discrete,,19.89,,GAP,dpm,PAPER_1167
KK_Sun_radius_per_1e8_m,KK,qcalcgeom,symbolic,,6.96,,GAP,bsfg,PAPER_1167
KK_Sun_radius_per_1e8_m,KK,qcalcgeom,numerical,,6.96,,GAP,bsfg,PAPER_1167
KK_Sun_radius_per_1e8_m,KK,qcalcgeom,discrete,,6.96,,GAP,bsfg,PAPER_1167
KK_Sun_radius_per_1e8_m,KK,bsfg,symbolic,6.99417364427611,6.96,0.491001,OK,bsfg,PAPER_1167
KK_Sun_radius_per_1e8_m,KK,bsfg,numerical,6.99417364427611,6.96,0.491001,OK,bsfg,PAPER_1167
KK_Sun_radius_per_1e8_m,KK,bsfg,discrete,6.99417364427611,6.96,0.491001,OK,bsfg,PAPER_1167
KK_Sun_radius_per_1e8_m,KK,dpm,symbolic,,6.96,,GAP,bsfg,PAPER_1167
KK_Sun_radius_per_1e8_m,KK,dpm,numerical,,6.96,,GAP,bsfg,PAPER_1167
KK_Sun_radius_per_1e8_m,KK,dpm,discrete,,6.96,,GAP,bsfg,PAPER_1167
KK_Sun_radius_per_1e8_m,KK,d26,symbolic,,6.96,,GAP,bsfg,PAPER_1167
KK_Sun_radius_per_1e8_m,KK,d26,numerical,,6.96,,GAP,bsfg,PAPER_1167
KK_Sun_radius_per_1e8_m,KK,d26,discrete,,6.96,,GAP,bsfg,PAPER_1167
KK_sidereal_year_per_100_day,KK,qcalcgeom,symbolic,3.642925572389,3.65256,0.263772,OK,qcalcgeom,PAPER_1167
KK_sidereal_year_per_100_day,KK,qcalcgeom,numerical,3.642925572389,3.65256,0.263772,OK,qcalcgeom,PAPER_1167
KK_sidereal_year_per_100_day,KK,qcalcgeom,discrete,3.642925572389,3.65256,0.263772,OK,qcalcgeom,PAPER_1167
KK_sidereal_year_per_100_day,KK,bsfg,symbolic,,3.65256,,GAP,qcalcgeom,PAPER_1167
KK_sidereal_year_per_100_day,KK,bsfg,numerical,,3.65256,,GAP,qcalcgeom,PAPER_1167
KK_sidereal_year_per_100_day,KK,bsfg,discrete,,3.65256,,GAP,qcalcgeom,PAPER_1167
KK_sidereal_year_per_100_day,KK,dpm,symbolic,,3.65256,,GAP,qcalcgeom,PAPER_1167
KK_sidereal_year_per_100_day,KK,dpm,numerical,,3.65256,,GAP,qcalcgeom,PAPER_1167
KK_sidereal_year_per_100_day,KK,dpm,discrete,,3.65256,,GAP,qcalcgeom,PAPER_1167
KK_sidereal_year_per_100_day,KK,d26,symbolic,,3.65256,,GAP,qcalcgeom,PAPER_1167
KK_sidereal_year_per_100_day,KK,d26,numerical,,3.65256,,GAP,qcalcgeom,PAPER_1167
KK_sidereal_year_per_100_day,KK,d26,discrete,,3.65256,,GAP,qcalcgeom,PAPER_1167
LCDM_BAO_rd_H0_over_c_alternate,LCDM,qcalcgeom,symbolic,,0.033040484293971134,,GAP,d26,PAPER_1156
LCDM_BAO_rd_H0_over_c_alternate,LCDM,qcalcgeom,numerical,,0.033040484293971134,,GAP,d26,PAPER_1156
LCDM_BAO_rd_H0_over_c_alternate,LCDM,qcalcgeom,discrete,,0.033040484293971134,,GAP,d26,PAPER_1156
LCDM_BAO_rd_H0_over_c_alternate,LCDM,bsfg,symbolic,,0.033040484293971134,,GAP,d26,PAPER_1156
LCDM_BAO_rd_H0_over_c_alternate,LCDM,bsfg,numerical,,0.033040484293971134,,GAP,d26,PAPER_1156
LCDM_BAO_rd_H0_over_c_alternate,LCDM,bsfg,discrete,,0.033040484293971134,,GAP,d26,PAPER_1156
LCDM_BAO_rd_H0_over_c_alternate,LCDM,dpm,symbolic,,0.033040484293971134,,GAP,d26,PAPER_1156
LCDM_BAO_rd_H0_over_c_alternate,LCDM,dpm,numerical,,0.033040484293971134,,GAP,d26,PAPER_1156
LCDM_BAO_rd_H0_over_c_alternate,LCDM,dpm,discrete,,0.033040484293971134,,GAP,d26,PAPER_1156
LCDM_BAO_rd_H0_over_c_alternate,LCDM,d26,symbolic,0.0330314170065003,0.033040484293971134,0.027443,OK,d26,PAPER_1156
LCDM_BAO_rd_H0_over_c_alternate,LCDM,d26,numerical,0.0330314170065003,0.033040484293971134,0.027443,OK,d26,PAPER_1156
LCDM_BAO_rd_H0_over_c_alternate,LCDM,d26,discrete,0.0330314170065003,0.033040484293971134,0.027443,OK,d26,PAPER_1156
LCDM_BAO_rd_H0_over_c_primary,LCDM,qcalcgeom,symbolic,,0.033040484293971134,,GAP,d26,PAPER_1156
LCDM_BAO_rd_H0_over_c_primary,LCDM,qcalcgeom,numerical,,0.033040484293971134,,GAP,d26,PAPER_1156
LCDM_BAO_rd_H0_over_c_primary,LCDM,qcalcgeom,discrete,,0.033040484293971134,,GAP,d26,PAPER_1156
LCDM_BAO_rd_H0_over_c_primary,LCDM,bsfg,symbolic,,0.033040484293971134,,GAP,d26,PAPER_1156
LCDM_BAO_rd_H0_over_c_primary,LCDM,bsfg,numerical,,0.033040484293971134,,GAP,d26,PAPER_1156
LCDM_BAO_rd_H0_over_c_primary,LCDM,bsfg,discrete,,0.033040484293971134,,GAP,d26,PAPER_1156
LCDM_BAO_rd_H0_over_c_primary,LCDM,dpm,symbolic,,0.033040484293971134,,GAP,d26,PAPER_1156
LCDM_BAO_rd_H0_over_c_primary,LCDM,dpm,numerical,,0.033040484293971134,,GAP,d26,PAPER_1156
LCDM_BAO_rd_H0_over_c_primary,LCDM,dpm,discrete,,0.033040484293971134,,GAP,d26,PAPER_1156
LCDM_BAO_rd_H0_over_c_primary,LCDM,d26,symbolic,0.033043557692307685,0.033040484293971134,0.009302,OK,d26,PAPER_1156
LCDM_BAO_rd_H0_over_c_primary,LCDM,d26,numerical,0.033043557692307685,0.033040484293971134,0.009302,OK,d26,PAPER_1156
LCDM_BAO_rd_H0_over_c_primary,LCDM,d26,discrete,0.033043557692307685,0.033040484293971134,0.009302,OK,d26,PAPER_1156
LCDM_D_over_H,LCDM,qcalcgeom,symbolic,,2.547e-05,,GAP,d26,PAPER_1156
LCDM_D_over_H,LCDM,qcalcgeom,numerical,,2.547e-05,,GAP,d26,PAPER_1156
LCDM_D_over_H,LCDM,qcalcgeom,discrete,,2.547e-05,,GAP,d26,PAPER_1156
LCDM_D_over_H,LCDM,bsfg,symbolic,,2.547e-05,,GAP,d26,PAPER_1156
LCDM_D_over_H,LCDM,bsfg,numerical,,2.547e-05,,GAP,d26,PAPER_1156
LCDM_D_over_H,LCDM,bsfg,discrete,,2.547e-05,,GAP,d26,PAPER_1156
LCDM_D_over_H,LCDM,dpm,symbolic,,2.547e-05,,GAP,d26,PAPER_1156
LCDM_D_over_H,LCDM,dpm,numerical,,2.547e-05,,GAP,d26,PAPER_1156
LCDM_D_over_H,LCDM,dpm,discrete,,2.547e-05,,GAP,d26,PAPER_1156
LCDM_D_over_H,LCDM,d26,symbolic,2.5833333333333342e-05,2.547e-05,1.426515,OK,d26,PAPER_1156
LCDM_D_over_H,LCDM,d26,numerical,2.5833333333333342e-05,2.547e-05,1.426515,OK,d26,PAPER_1156
LCDM_D_over_H,LCDM,d26,discrete,2.5833333333333342e-05,2.547e-05,1.426515,OK,d26,PAPER_1156
LCDM_EDGES_T21_amplitude,LCDM,qcalcgeom,symbolic,,-289.0,,GAP,d26,PAPER_1761
LCDM_EDGES_T21_amplitude,LCDM,qcalcgeom,numerical,,-289.0,,GAP,d26,PAPER_1761
LCDM_EDGES_T21_amplitude,LCDM,qcalcgeom,discrete,,-289.0,,GAP,d26,PAPER_1761
LCDM_EDGES_T21_amplitude,LCDM,bsfg,symbolic,,-289.0,,GAP,d26,PAPER_1761
LCDM_EDGES_T21_amplitude,LCDM,bsfg,numerical,,-289.0,,GAP,d26,PAPER_1761
LCDM_EDGES_T21_amplitude,LCDM,bsfg,discrete,,-289.0,,GAP,d26,PAPER_1761
LCDM_EDGES_T21_amplitude,LCDM,dpm,symbolic,,-289.0,,GAP,d26,PAPER_1761
LCDM_EDGES_T21_amplitude,LCDM,dpm,numerical,,-289.0,,GAP,d26,PAPER_1761
LCDM_EDGES_T21_amplitude,LCDM,dpm,discrete,,-289.0,,GAP,d26,PAPER_1761
LCDM_EDGES_T21_amplitude,LCDM,d26,symbolic,-289.392,-289.0,0.135640,OK,d26,PAPER_1761
LCDM_EDGES_T21_amplitude,LCDM,d26,numerical,-289.392,-289.0,0.135640,OK,d26,PAPER_1761
LCDM_EDGES_T21_amplitude,LCDM,d26,discrete,-289.392,-289.0,0.135640,OK,d26,PAPER_1761
LCDM_EDGES_extra_cooling,LCDM,qcalcgeom,symbolic,,2.5,,GAP,d26,PAPER_1156
LCDM_EDGES_extra_cooling,LCDM,qcalcgeom,numerical,,2.5,,GAP,d26,PAPER_1156
LCDM_EDGES_extra_cooling,LCDM,qcalcgeom,discrete,,2.5,,GAP,d26,PAPER_1156
LCDM_EDGES_extra_cooling,LCDM,bsfg,symbolic,,2.5,,GAP,d26,PAPER_1156
LCDM_EDGES_extra_cooling,LCDM,bsfg,numerical,,2.5,,GAP,d26,PAPER_1156
LCDM_EDGES_extra_cooling,LCDM,bsfg,discrete,,2.5,,GAP,d26,PAPER_1156
LCDM_EDGES_extra_cooling,LCDM,dpm,symbolic,,2.5,,GAP,d26,PAPER_1156
LCDM_EDGES_extra_cooling,LCDM,dpm,numerical,,2.5,,GAP,d26,PAPER_1156
LCDM_EDGES_extra_cooling,LCDM,dpm,discrete,,2.5,,GAP,d26,PAPER_1156
LCDM_EDGES_extra_cooling,LCDM,d26,symbolic,2.6004514690350304,2.5,4.018059,OK,d26,PAPER_1156
LCDM_EDGES_extra_cooling,LCDM,d26,numerical,2.6004514690350304,2.5,4.018059,OK,d26,PAPER_1156
LCDM_EDGES_extra_cooling,LCDM,d26,discrete,2.6004514690350304,2.5,4.018059,OK,d26,PAPER_1156
LCDM_H0_tension_ratio,LCDM,qcalcgeom,symbolic,,1.083679525222552,,GAP,d26,PAPER_1156
LCDM_H0_tension_ratio,LCDM,qcalcgeom,numerical,,1.083679525222552,,GAP,d26,PAPER_1156
LCDM_H0_tension_ratio,LCDM,qcalcgeom,discrete,,1.083679525222552,,GAP,d26,PAPER_1156
LCDM_H0_tension_ratio,LCDM,bsfg,symbolic,,1.083679525222552,,GAP,d26,PAPER_1156
LCDM_H0_tension_ratio,LCDM,bsfg,numerical,,1.083679525222552,,GAP,d26,PAPER_1156
LCDM_H0_tension_ratio,LCDM,bsfg,discrete,,1.083679525222552,,GAP,d26,PAPER_1156
LCDM_H0_tension_ratio,LCDM,dpm,symbolic,,1.083679525222552,,GAP,d26,PAPER_1156
LCDM_H0_tension_ratio,LCDM,dpm,numerical,,1.083679525222552,,GAP,d26,PAPER_1156
LCDM_H0_tension_ratio,LCDM,dpm,discrete,,1.083679525222552,,GAP,d26,PAPER_1156
LCDM_H0_tension_ratio,LCDM,d26,symbolic,1.0833333333333333,1.083679525222552,0.031946,OK,d26,PAPER_1156
LCDM_H0_tension_ratio,LCDM,d26,numerical,1.0833333333333333,1.083679525222552,0.031946,OK,d26,PAPER_1156
LCDM_H0_tension_ratio,LCDM,d26,discrete,1.0833333333333333,1.083679525222552,0.031946,OK,d26,PAPER_1156
LCDM_Li7_BBN_dilution,LCDM,qcalcgeom,symbolic,,3.1,,GAP,dpm,PAPER_1227
LCDM_Li7_BBN_dilution,LCDM,qcalcgeom,numerical,,3.1,,GAP,dpm,PAPER_1227
LCDM_Li7_BBN_dilution,LCDM,qcalcgeom,discrete,,3.1,,GAP,dpm,PAPER_1227
LCDM_Li7_BBN_dilution,LCDM,bsfg,symbolic,,3.1,,GAP,dpm,PAPER_1227
LCDM_Li7_BBN_dilution,LCDM,bsfg,numerical,,3.1,,GAP,dpm,PAPER_1227
LCDM_Li7_BBN_dilution,LCDM,bsfg,discrete,,3.1,,GAP,dpm,PAPER_1227
LCDM_Li7_BBN_dilution,LCDM,dpm,symbolic,3.0,3.1,3.225806,OK,dpm,PAPER_1227
LCDM_Li7_BBN_dilution,LCDM,dpm,numerical,3.0,3.1,3.225806,OK,dpm,PAPER_1227
LCDM_Li7_BBN_dilution,LCDM,dpm,discrete,3.0,3.1,3.225806,OK,dpm,PAPER_1227
LCDM_Li7_BBN_dilution,LCDM,d26,symbolic,,3.1,,GAP,dpm,PAPER_1227
LCDM_Li7_BBN_dilution,LCDM,d26,numerical,,3.1,,GAP,dpm,PAPER_1227
LCDM_Li7_BBN_dilution,LCDM,d26,discrete,,3.1,,GAP,dpm,PAPER_1227
LCDM_Li7_over_H,LCDM,qcalcgeom,symbolic,,1.6e-10,,GAP,d26,PAPER_1156
LCDM_Li7_over_H,LCDM,qcalcgeom,numerical,,1.6e-10,,GAP,d26,PAPER_1156
LCDM_Li7_over_H,LCDM,qcalcgeom,discrete,,1.6e-10,,GAP,d26,PAPER_1156
LCDM_Li7_over_H,LCDM,bsfg,symbolic,,1.6e-10,,GAP,d26,PAPER_1156
LCDM_Li7_over_H,LCDM,bsfg,numerical,,1.6e-10,,GAP,d26,PAPER_1156
LCDM_Li7_over_H,LCDM,bsfg,discrete,,1.6e-10,,GAP,d26,PAPER_1156
LCDM_Li7_over_H,LCDM,dpm,symbolic,,1.6e-10,,GAP,d26,PAPER_1156
LCDM_Li7_over_H,LCDM,dpm,numerical,,1.6e-10,,GAP,d26,PAPER_1156
LCDM_Li7_over_H,LCDM,dpm,discrete,,1.6e-10,,GAP,d26,PAPER_1156
LCDM_Li7_over_H,LCDM,d26,symbolic,1.600000000000001e-10,1.6e-10,0.000000,EXACT,d26,PAPER_1156
LCDM_Li7_over_H,LCDM,d26,numerical,1.600000000000001e-10,1.6e-10,0.000000,EXACT,d26,PAPER_1156
LCDM_Li7_over_H,LCDM,d26,discrete,1.600000000000001e-10,1.6e-10,0.000000,EXACT,d26,PAPER_1156
LCDM_N_eff,LCDM,qcalcgeom,symbolic,,3.046,,GAP,dpm,PAPER_1156
