# UQFFModule14_SGR0501_SelfExpanding Simulation Results
# Time, Value
0.000000e+00,1.291054e+13
3.156000e+10,1.061334e+13
6.312000e+10,8.824219e+12
9.468000e+10,7.430805e+12
1.262400e+11,6.345563e+12
1.578000e+11,5.500327e+12
1.893600e+11,4.842009e+12
2.209200e+11,4.329264e+12
2.524800e+11,3.929893e+12
2.840400e+11,3.618822e+12
3.156000e+11,3.376520e+12
