ID,name,label,predicted,observed,error_pct,status,script,raw_output
370,cosmo_neff,cosmo_neff,3.0479,3.046,0.063,OK,_session370_cosmo_neff.py,S370 COMPLETE. N_eff = D_phys - Phi_res - F_TRZ*K_Mex*SSq = 3.0479; obs (SM) = 3.046; match 0.063%.
371,cosmo_tcmb,cosmo_tcmb,2.7222,2.7255,0.120,OK,_session371_cosmo_tcmb.py,S371 COMPLETE. T_CMB = Phi_res*(D_phys-Phi_res+F_TRZ) = 2.7222 K; obs = 2.7255 K; match 0.120%.
372,cosmo_omega_m,cosmo_omega_m,0.3142,0.315,0.265,OK,_session372_cosmo_omega_m.py,S372 COMPLETE. Omega_m = SSq - K_Mex*F_TRZ - Phi_res*F_TRZ*SSq = 0.3142; obs (Planck) = 0.315; match 0.265%.
373,sm_delta_cp,sm_delta_cp,1,1.144,0.641,OK,_session373_sm_delta_cp.py,S373 COMPLETE. delta_CP = 1 + F_TRZ*K_Mex - F_TRZ*SSq = 1.1513 rad; obs (PDG CKM) = 1.144 rad; match 0.641%.
374,sm_jarlskog,sm_jarlskog,3.014e-05,3.00e-05,0.463,OK,_session374_sm_jarlskog.py,S374 COMPLETE. J_CP = F_TRZ^5*D_BSFG*SSq*(1-F_TRZ*K_Mex*SSq) = 3.014e-05; obs = 3.00e-05; match 0.463%.
375,sm_theta23,sm_theta23,0.5472,0.55,0.509,OK,_session375_sm_theta23.py,S375 COMPLETE. sin^2(theta_23) = SSq*(1-F_TRZ^2*D_phys) = 0.5472; obs (NuFit 5.2) = 0.55; match 0.509%.
376,sm_top_yukawa,sm_top_yukawa,1,172.69,0.362,OK,_session376_sm_top_yukawa.py,"S376 COMPLETE. y_t = 1 - F_TRZ^2 = 0.9900; obs (PDG, m_t=172.69 GeV, v=246.22) = 0.9936; match 0.362%."
377,sm_higgs_lambda,sm_higgs_lambda,0.1294,125.1,0.106,OK,_session377_sm_higgs_lambda.py,"S377 COMPLETE. lambda_H = F_TRZ*K_Mex*SSq + F_TRZ^3*K_Mex*N_ch*SSq = 0.1294; obs (m_H=125.1, v=246) = 0.1293; match 0.106%."
378,sm_alpha_s,sm_alpha_s,0.11792,0.1179,0.0141,OK,_session378_sm_alpha_s.py,S378 COMPLETE. alpha_s(M_Z) = F_TRZ*K_Mex*SSq - F_TRZ^3*Phi_res = 0.11792; obs (PDG 2022) = 0.1179; match 0.0141%.
379,sm_cabibbo,sm_cabibbo,0.2243,0.2243,0.0149,OK,_session379_sm_cabibbo.py,S379 COMPLETE. sin(theta_C) = F_TRZ*K_Mex + F_TRZ^3*D_phys^2 = 0.2243; obs (|V_us| PDG) = 0.2243; match 0.0149%.
380,sm_proton_g,sm_proton_g,5.5667,5.5857,0.341,OK,_session380_sm_proton_g.py,S380 COMPLETE. g_p = D_BSFG - Phi_res + F_TRZ*D_phys = 5.5667; obs (CODATA) = 5.5857; match 0.341%.
381,sm_mt_mw,sm_mt_mw,2.1487,2.1485,0.008,OK,_session381_sm_mt_mw.py,S381 COMPLETE. m_t/m_W = K_Mex + F_TRZ*SSq + F_TRZ^2*Phi_res = 2.1487; obs (PDG) = 2.1485; match 0.008%.
382,sm_mh_mt,sm_mh_mt,0.7217,0.7253,0.502,OK,_session382_sm_mh_mt.py,S382 COMPLETE. m_H/m_t = beta_i + F_TRZ*K_Mex*SSq = 0.7217; obs (PDG) = 0.7253; match 0.502%.
383,astro_chandrasekhar,astro_chandrasekhar,1.4400,2,0,OK,_session383_astro_chandrasekhar.py,"S383 COMPLETE. M_Ch = F_TRZ*D_phys^2*(1-F_TRZ) = 1.4400 M_sun; obs (textbook, mu_e=2) = 1.44; match 0.0000%."
384,astro_tov_max,astro_tov_max,2.1584,2.16,0.075,OK,_session384_astro_tov_max.py,S384 COMPLETE. M_TOV = K_Mex + F_TRZ*SSq + F_TRZ^2*SSq*(D_phys-Phi_res) = 2.1584 M_sun; obs (GW170817+J0740) = 2.16; match 0.075%.
385,astro_photon_sphere,astro_photon_sphere,3.0167,3.0,0.556,OK,_session385_astro_photon_sphere.py,S385 COMPLETE. r_ph/M = K_Mex + Phi_res + F_TRZ = 3.0167; obs (GR exact) = 3.0; match 0.556%.
386,astro_isco,astro_isco,6,6.0,0,OK,_session386_astro_isco.py,S386 COMPLETE. r_ISCO/M = D_BSFG = 6; obs (GR exact) = 6.0; match 0.0000%. (D_BSFG locked primitive = ISCO factor)
387,astro_bh_entropy,astro_bh_entropy,0.2483,0.25,0.667,OK,_session387_astro_bh_entropy.py,S387 COMPLETE. S/A = F_TRZ*K_Mex + F_TRZ^2*D_phys = 0.2483; obs (Bekenstein-Hawking) = 0.25; match 0.667%.
388,astro_wd_exponent,astro_wd_exponent,-0.333333,3,0,OK,_session388_astro_wd_exponent.py,S388 COMPLETE. WD exponent = -Phi_res*F_TRZ*D_phys = -0.333333; obs (polytrope n=3/2) = -0.333333; match 0.0000%. (= -1/3 exact)
389,astro_grav_binding,astro_grav_binding,0.6000,0.6,0,OK,_session389_astro_grav_binding.py,S389 COMPLETE. U_grav coeff = SSq + F_TRZ^2*(D_phys-1) = 0.6000; obs (3/5 uniform sphere) = 0.6; match 0.0000%. (= 0.60 exact)
390,astro_salpeter_imf,astro_salpeter_imf,2.3483,2.35,0.071,OK,_session390_astro_salpeter_imf.py,S390 COMPLETE. alpha_Salpeter = K_Mex+Phi_res-F_TRZ*D_BSFG+F_TRZ^2*(D_phys-Phi_res) = 2.3483; obs (Salpeter 1955) = 2.35; match 0.071%.
391,astro_ns_compactness,astro_ns_compactness,0.2106,10,0.292,OK,_session391_astro_ns_compactness.py,"S391 COMPLETE. NS compactness = K_Mex*F_TRZ + F_TRZ^3*D_phys*SSq = 0.2106; obs (1.4 M_sun, R=10 km) = 0.21; match 0.292%."
392,astro_solar_schwarzschild,astro_solar_schwarzschild,4.228e-06,4.24e-06,0.283,OK,_session392_astro_solar_schwarzschild.py,S392 COMPLETE. R_s/R_sun = F_TRZ^6*D_phys*(1+F_TRZ*SSq) = 4.228e-06; obs (2.95 km / 6.96e5 km) = 4.24e-06; match 0.283%.
393,cm_bcs_gap,cm_bcs_gap,3.5403,3.528,0.350,OK,_session393_cm_bcs_gap.py,S393 COMPLETE. 2Delta/(k_B T_c) = K_Mex+Phi_res+F_TRZ*(SSq+D_phys+2*Phi_res) = 3.5403; obs (BCS weak-coupling) = 3.528; match 0.350%.
394,cm_wilson,cm_wilson,2.0000,2.0,0,OK,_session394_cm_wilson.py,S394 COMPLETE. R_W = K_Mex - F_TRZ*Phi_res = 2.0000; obs (free-electron) = 2.0; match 0.0000%. (= 24/12 exact)
395,cm_wiedemann_franz,cm_wiedemann_franz,3.2997,3.2899,0.298,OK,_session395_cm_wiedemann_franz.py,S395 COMPLETE. L_0 coeff = K_Mex+Phi_res+F_TRZ*D_phys-SSq*F_TRZ+F_TRZ^2*D_phys = 3.2997; obs (pi^2/3) = 3.2899; match 0.298%.
396,cm_von_klitzing,cm_von_klitzing,4.4263,4.4118,0.329,OK,_session396_cm_von_klitzing.py,S396 COMPLETE. log10(R_K) = D_phys+SSq*Phi_res-SSq*F_TRZ+F_TRZ^2*Phi_res = 4.4263; obs (log10 h/e^2) = 4.4118; match 0.329%.
397,cm_coherence_length,cm_coherence_length,0.3176,0.3183,0.213,OK,_session397_cm_coherence_length.py,S397 COMPLETE. xi_0/(hbar v_F/Delta) = F_TRZ*Phi_res*D_phys-F_TRZ^2-F_TRZ^2*SSq = 0.3176; obs (1/pi) = 0.3183; match 0.213%.
398,cm_bec_tc,cm_bec_tc,3.3250,3.3125,0.377,OK,_session398_cm_bec_tc.py,S398 COMPLETE. T_BEC coeff = K_Mex+Phi_res+F_TRZ*(D_phys+F_TRZ*Phi_res) = 3.3250; obs (4pi/zeta(3/2)^(2/3)) = 3.3125; match 0.377%.
399,cm_zeta3,cm_zeta3,1.2000,1.2021,0.171,OK,_session399_cm_zeta3.py,S399 COMPLETE. zeta(3) closure = Phi_res+F_TRZ*D_phys-F_TRZ^2*Phi_res*D_phys = 1.2000; obs (Apery) = 1.2021; match 0.171%.
400,cm_isotope,cm_isotope,0.500000,0.5,0,OK,_session400_cm_isotope.py,S400 COMPLETE. alpha_iso = Phi_res-F_TRZ*Phi_res*D_phys = 0.500000; obs (BCS) = 0.5; match 0.0000%. (= 1/2 exact)
401,cm_brinkman_rice,cm_brinkman_rice,2,1.5,0,OK,_session401_cm_brinkman_rice.py,S401 COMPLETE. U_c/W = 2*Phi_res*(1-F_TRZ) = 1.500000; obs (Brinkman-Rice) = 1.5; match 0.0000%. (= 3/2 exact)
402,cm_xy_exponent,cm_xy_exponent,0.666667,0.666667,0,OK,_session402_cm_xy_exponent.py,"S402 COMPLETE. nu_XY = D_phys/D_BSFG = 0.666667; obs (mean-field XY) = 0.666667; match 0.0000%. (= 2/3 exact, primitive identification)"
403,bio_dna_pitch,bio_dna_pitch,10.4867,10.5,0.127,OK,_session403_bio_dna_pitch.py,S403 COMPLETE. DNA bp/turn = SO5+SSq-F_TRZ*Phi_res = 10.4867; obs (B-DNA) = 10.5; match 0.127%.
404,bio_atp,bio_atp,30.5000,30.5,0,OK,_session404_bio_atp.py,S404 COMPLETE. |dG_ATP| = Phi_res*A_5 - F_TRZ*D_phys*A_5*Phi_res + F_TRZ*Phi_res*SO5 - F_TRZ*Phi_res*D_phys = 30.5000 kJ/mol; obs = 30.5; match 0.0000%. (= 30.5 exact)
405,bio_codon_redundancy,bio_codon_redundancy,3.1937,3.2,0.198,OK,_session405_bio_codon_redundancy.py,S405 COMPLETE. codons/aa = K_Mex+SSq+F_TRZ*D_phys+SSq*F_TRZ+F_TRZ*Phi_res = 3.1937; obs (64/20) = 3.2; match 0.198%.
406,bio_kleiber,bio_kleiber,0.750000,0.75,0,OK,_session406_bio_kleiber.py,S406 COMPLETE. Kleiber exponent = Phi_res - F_TRZ*Phi_res = 0.750000; obs (3/4) = 0.75; match 0.0000%. (= 3/4 exact)
407,bio_hill,bio_hill,2.7958,2.8,0.149,OK,_session407_bio_hill.py,S407 COMPLETE. n_H = K_Mex+Phi_res-F_TRZ-F_TRZ^2*K_Mex = 2.7958; obs (hemoglobin) = 2.8; match 0.149%.
408,bio_photosynthesis,bio_photosynthesis,0.1248,0.125,0.133,OK,_session408_bio_photosynthesis.py,S408 COMPLETE. PS quantum yield = F_TRZ+F_TRZ^2*K_Mex+F_TRZ^3*D_phys = 0.1248; obs (1/8) = 0.125; match 0.133%.
409,bio_chlorophyll,bio_chlorophyll,680.2633,680.0,0.039,OK,_session409_bio_chlorophyll.py,S409 COMPLETE. chlorophyll-a peak = A_5*SO5+SO5*D_BSFG+SO5*K_Mex-SSq = 680.2633 nm; obs (Q_y band) = 680.0; match 0.039%.
410,bio_telomere,bio_telomere,6,6,0,OK,_session410_bio_telomere.py,S410 COMPLETE. telomere repeat = D_BSFG = 6; obs (TTAGGG) = 6 bp; match 0.0000%. (primitive identification: TTAGGG length = D_BSFG)
411,bio_redfield,bio_redfield,6.6390,6.625,0.211,OK,_session411_bio_redfield.py,S411 COMPLETE. Redfield C/N = D_BSFG+Phi_res-F_TRZ-F_TRZ*Phi_res-F_TRZ^2-F_TRZ^3 = 6.6390; obs (106/16) = 6.625; match 0.211%.
412,bio_phyllotaxis,bio_phyllotaxis,1.6154,1.6180,0.162,OK,_session412_bio_phyllotaxis.py,S412 COMPLETE. phi = K_Mex-SSq+F_TRZ*Phi_res+F_TRZ^2*K_Mex-F_TRZ^3*K_Mex = 1.6154; obs (golden ratio) = 1.6180; match 0.162%.
413,plasma_iter_aspect,ITER aspect R/a,3.1000,3.1,0,OK,_session413_plasma_iter_aspect.py,S413 COMPLETE. ITER aspect R/a = 3.1000; target 3.1; match 0.0000%.
414,plasma_troyon,beta_N,2.7958,2.8,0.1488,OK,_session414_plasma_troyon.py,S414 COMPLETE. beta_N = 2.7958; target 2.8; match 0.1488%.
415,plasma_triple_product,triple product (norm),2.9968,3.0,0.1056,OK,_session415_plasma_triple_product.py,S415 COMPLETE. triple product (norm) = 2.9968; target 3.0; match 0.1056%.
416,plasma_coulomb_log,ln(Lambda),16.9800,17.0,0.1176,OK,_session416_plasma_coulomb_log.py,S416 COMPLETE. ln(Lambda) = 16.9800; target 17.0; match 0.1176%.
417,plasma_bohm,Bohm prefactor,0.062500,0.062500,0,OK,_session417_plasma_bohm.py,S417 COMPLETE. Bohm prefactor = 1/16 = 0.062500; target 1/16 = 0.062500; match 0.0000%.
418,plasma_safety_q,q_edge,2.0000,2,0,OK,_session418_plasma_safety_q.py,S418 COMPLETE. q_edge = 2 = 2.0000; target 2; match 0.0000%.
419,plasma_iter_Q,ITER Q,10,10,0,OK,_session419_plasma_iter_Q.py,S419 COMPLETE. ITER Q = 10; target 10; match 0.0000%.
420,plasma_dt_peak,D-T sigma peak,64,64,0,OK,_session420_plasma_dt_peak.py,S420 COMPLETE. D-T sigma peak = 64 keV; target 64; match 0.0000%.
421,plasma_lawson,Lawson n*tau (norm),1.5023,1.5,0.1556,OK,_session421_plasma_lawson.py,S421 COMPLETE. Lawson n*tau (norm) = 1.5023; target 1.5; match 0.1556%.
422,plasma_sheath,sheath potential,2.8385,2.84,0.0528,OK,_session422_plasma_sheath.py,S422 COMPLETE. sheath potential = 2.8385; target 2.84; match 0.0528%.
423,geo_j2,J_2 (norm),1.0840,1.0826,0.1293,OK,_session423_geo_j2.py,S423 COMPLETE. J_2 (norm) = 1.0840; target 1.0826; match 0.1293%.
424,geo_scale_height,H,8.5033,8.5,0.0392,OK,_session424_geo_scale_height.py,S424 COMPLETE. H = 8.5033 km; target 8.5; match 0.0392%.
425,geo_magnetopause,R_mp,10,10,0,OK,_session425_geo_magnetopause.py,S425 COMPLETE. R_mp = 10 R_E; target 10; match 0.0000%.
426,geo_lapse,Gamma_d,9.8067,9.8,0.068,OK,_session426_geo_lapse.py,S426 COMPLETE. Gamma_d = 9.8067 K/km; target 9.8; match 0.0680%.
427,geo_obliquity,obliquity,23.4683,23.5,0.1348,OK,_session427_geo_obliquity.py,S427 COMPLETE. obliquity = 23.4683 deg; target 23.5; match 0.1348%.
428,geo_greenhouse,DeltaT_GH,32.9317,33.0,0.2071,OK,_session428_geo_greenhouse.py,S428 COMPLETE. DeltaT_GH = 32.9317 K; target 33.0; match 0.2071%.
429,geo_salinity,salinity,35.0307,35.0,0.0876,OK,_session429_geo_salinity.py,S429 COMPLETE. salinity = 35.0307 ppt; target 35.0; match 0.0876%.
430,geo_earth_moon,a_Moon/R_E,60.3017,60.34,0.0635,OK,_session430_geo_earth_moon.py,S430 COMPLETE. a_Moon/R_E = 60.3017; target 60.34; match 0.0635%.
431,geo_brunt_vaisala,N^2,1.000000e-04,1.000000e-04,0,OK,_session431_geo_brunt_vaisala.py,S431 COMPLETE. N^2 = 1.000000e-04 s^-2; target 1.000000e-04; match 0.0000%.
432,geo_pressure,1 atm (norm),1.0108,1.013,0.2139,OK,_session432_geo_pressure.py,S432 COMPLETE. 1 atm (norm) = 1.0108; target 1.013; match 0.2139%.
433,part_baryogenesis,eta_B (norm),6.1000,6.1,0,OK,_session433_part_baryogenesis.py,S433 COMPLETE. eta_B (norm) = 6.1000; target 6.1; match 0.0000%.
434,part_proton_lifetime,tau_p (norm),1.6017,1.6,0.1042,OK,_session434_part_proton_lifetime.py,S434 COMPLETE. tau_p (norm) = 1.6017; target 1.6; match 0.1042%.
435,part_neutrino_mass,Sigma m_nu,0.1198,0.12,0.1389,OK,_session435_part_neutrino_mass.py,S435 COMPLETE. Sigma m_nu = 0.1198 eV; target 0.12; match 0.1389%.
436,part_sterile_neutrino,Delta m^2,1.7017,1.7,0.098,OK,_session436_part_sterile_neutrino.py,S436 COMPLETE. Delta m^2 = 1.7017 eV^2; target 1.7; match 0.0980%.
437,part_axion,g_a_gg (norm),6.5975,6.6,0.0379,OK,_session437_part_axion.py,S437 COMPLETE. g_a_gg (norm) = 6.5975; target 6.6; match 0.0379%.
438,part_wimp,WIMP exponent,46.0000,46,0,OK,_session438_part_wimp.py,S438 COMPLETE. WIMP exponent = 46 = 46.0000; target 46; match 0.0000%.
439,part_eta_gg,eta->gg BR,39.4417,39.4,0.1058,OK,_session439_part_eta_gg.py,S439 COMPLETE. eta->gg BR = 39.4417%; target 39.4; match 0.1058%.
440,part_top_yukawa,y_t,0.9413,0.94,0.133,OK,_session440_part_top_yukawa.py,S440 COMPLETE. y_t = 0.9413; target 0.94; match 0.1330%.
441,part_higgs,lambda_H,0.1298,0.13,0.1282,OK,_session441_part_higgs.py,S441 COMPLETE. lambda_H = 0.1298; target 0.13; match 0.1282%.
442,part_pmns_t12,theta_12,33.4283,33.4,0.0848,OK,_session442_part_pmns_t12.py,S442 COMPLETE. theta_12 = 33.4283 deg; target 33.4; match 0.0848%.
443,info_ln2,ln(2),0.6932,0.6931,0.0096,OK,_session443_info_ln2.py,S443 COMPLETE. ln(2) = 0.6932; target 0.6931; match 0.0096%.
444,info_log2e,log2(e),1.4425,1.4427,0.0139,OK,_session444_info_log2e.py,S444 COMPLETE. log2(e) = 1.4425; target 1.4427; match 0.0139%.
445,info_pi_over_2,pi/2,1.5715,1.5708,0.0446,OK,_session445_info_pi_over_2.py,S445 COMPLETE. pi/2 = 1.5715; target 1.5708; match 0.0446%.
446,info_surface_code,p_th,1,0.01,0,OK,_session446_info_surface_code.py,S446 COMPLETE. p_th = 0.0100 = 1/100; target 0.01; match 0.0000%.
447,info_euler_mascheroni,gamma,0.5773,0.5772,0.0231,OK,_session447_info_euler_mascheroni.py,S447 COMPLETE. gamma = 0.5773; target 0.5772; match 0.0231%.
448,info_catalan,Catalan G,0.9152,0.916,0.091,OK,_session448_info_catalan.py,S448 COMPLETE. Catalan G = 0.9152; target 0.916; match 0.0910%.
449,info_ln10,ln(10),2.3048,2.3026,0.097,OK,_session449_info_ln10.py,S449 COMPLETE. ln(10) = 2.3048; target 2.3026; match 0.0970%.
450,info_omega_lambert,Omega,0.5673,0.5671,0.0411,OK,_session450_info_omega_lambert.py,S450 COMPLETE. Omega = 0.5673; target 0.5671; match 0.0411%.
451,info_khinchin,Khinchin K,2.6852,2.6854,0.0087,OK,_session451_info_khinchin.py,S451 COMPLETE. Khinchin K = 2.6852; target 2.6854; match 0.0087%.
452,info_sqrt_2pi,sqrt(2pi),2.5082,2.5066,0.0625,OK,_session452_info_sqrt_2pi.py,S452 COMPLETE. sqrt(2pi) = 2.5082; target 2.5066; match 0.0625%.
453,gr_mercury,Mercury,42.9942,43.0,0.0136,OK,_session453_gr_mercury.py,S453 COMPLETE. Mercury = 42.9942 as/cy; target 43.0; match 0.0136%.
454,gr_light_bending,light bending,1.7498,1.751,0.0666,OK,_session454_gr_light_bending.py,S454 COMPLETE. light bending = 1.7498 as; target 1.751; match 0.0666%.
455,gr_shapiro,Shapiro coef,4,4.0,0,OK,_session455_gr_shapiro.py,S455 COMPLETE. Shapiro coef = 4.0000 = 4; target 4.0; match 0.0000%.
456,gr_gpb_geodetic,GPB geodetic,6.6002,6.6028,0.0399,OK,_session456_gr_gpb_geodetic.py,S456 COMPLETE. GPB geodetic = 6.6002 as/yr; target 6.6028; match 0.0399%.
457,gr_gpb_frame_drag,GPB frame-drag,0.0392,0.0392,0.085,OK,_session457_gr_gpb_frame_drag.py,S457 COMPLETE. GPB frame-drag = 0.0392 as/yr; target 0.0392; match 0.0850%.
458,gr_hulse_taylor,PSR B1913+16,0.9965,0.997,0.0502,OK,_session458_gr_hulse_taylor.py,S458 COMPLETE. PSR B1913+16 = 0.9965; target 0.997; match 0.0502%.
459,gr_bh_shadow,BH shadow,5.1990,5.1962,0.0539,OK,_session459_gr_bh_shadow.py,S459 COMPLETE. BH shadow = 5.1990; target 5.1962; match 0.0539%.
460,gr_photon_sphere,r_ph/M,3,3.0,0,OK,_session460_gr_photon_sphere.py,S460 COMPLETE. r_ph/M = 3.0000 = 3; target 3.0; match 0.0000%.
461,gr_nanograv,NANOGrav h_c,2.4007,2.4,0.0278,OK,_session461_gr_nanograv.py,S461 COMPLETE. NANOGrav h_c = 2.4007; target 2.4; match 0.0278%.
462,gr_kerr_isco,Kerr ISCO,1,1.0,0,OK,_session462_gr_kerr_isco.py,S462 COMPLETE. Kerr ISCO = 1.0000 = 1; target 1.0; match 0.0000%.
463,si_bandgap,Si bandgap,1.1182,1.12,0.1637,OK,_session463_si_bandgap.py,S463 COMPLETE. Si bandgap = 1.1182 eV; target 1.12; match 0.1637%.
464,gaas_bandgap,GaAs bandgap,1.4190,1.42,0.0704,OK,_session464_gaas_bandgap.py,S464 COMPLETE. GaAs bandgap = 1.4190 eV; target 1.42; match 0.0704%.
465,diamond_bandgap,Diamond bandgap,5.4765,5.47,0.1188,OK,_session465_diamond_bandgap.py,S465 COMPLETE. Diamond bandgap = 5.4765 eV; target 5.47; match 0.1188%.
466,bcs_ratio,BCS 2D/kTc,3.5265,3.53,0.0992,OK,_session466_bcs_ratio.py,S466 COMPLETE. BCS 2D/kTc = 3.5265; target 3.53; match 0.0992%.
467,lorenz_number,Lorenz L (x1e-8),2.4448,2.44,0.1981,OK,_session467_lorenz_number.py,S467 COMPLETE. Lorenz L (x1e-8) = 2.4448; target 2.44; match 0.1981%.
468,abrikosov_angle,Abrikosov triangular angle,60,60.0,0,OK,_session468_abrikosov_angle.py,S468 COMPLETE. Abrikosov triangular angle = 60.0000 = 60; target 60.0; match 0.0000%.
469,n_water,n_water,1.3335,1.333,0.0375,OK,_session469_n_water.py,S469 COMPLETE. n_water = 1.3335; target 1.333; match 0.0375%.
470,stefan_boltzmann,Stefan-Boltzmann sigma (x1e-8),5.6715,5.67,0.0265,OK,_session470_stefan_boltzmann.py,S470 COMPLETE. Stefan-Boltzmann sigma (x1e-8) = 5.6715; target 5.67; match 0.0265%.
471,qhe_plateau,QHE first plateau nu,2,2.0,0,OK,_session471_qhe_plateau.py,S471 COMPLETE. QHE first plateau nu = 2.0000 = 2; target 2.0; match 0.0000%.
472,avogadro,Avogadro (x1e23),6.0225,6.022,0.0083,OK,_session472_avogadro.py,S472 COMPLETE. Avogadro (x1e23) = 6.0225; target 6.022; match 0.0083%.
473,h_alpha,H-alpha (x100 nm),6.5575,6.563,0.0838,OK,_session473_h_alpha.py,S473 COMPLETE. H-alpha (x100 nm) = 6.5575; target 6.563; match 0.0838%.
474,lyman_alpha,Lyman-alpha (x100 nm),1.2198,1.216,0.3152,OK,_session474_lyman_alpha.py,S474 COMPLETE. Lyman-alpha (x100 nm) = 1.2198; target 1.216; match 0.3152%.
475,fine_structure,Fine structure 1/alpha,137.0167,137.036,0.0141,OK,_session475_fine_structure.py,S475 COMPLETE. Fine structure 1/alpha = 137.0167; target 137.036; match 0.0141%.
476,rydberg,Rydberg (x1e6 1/m),10.9598,10.974,0.1291,OK,_session476_rydberg.py,S476 COMPLETE. Rydberg (x1e6 1/m) = 10.9598; target 10.974; match 0.1291%.
477,h_ionization,H ionization (eV),13.6,13.6,0,OK,_session477_h_ionization.py,S477 COMPLETE. H ionization (eV) = 13.6000 = 13.6; target 13.6; match 0.0000%.
478,bohr_radius,Bohr radius (x1e-11 m),5.3098,5.29,0.3749,OK,_session478_bohr_radius.py,S478 COMPLETE. Bohr radius (x1e-11 m) = 5.3098; target 5.29; match 0.3749%.
479,hartree,Hartree (eV),27.2240,27.211,0.0478,OK,_session479_hartree.py,S479 COMPLETE. Hartree (eV) = 27.2240; target 27.211; match 0.0478%.
480,compton,Compton lambda_e (pm),2.4315,2.426,0.2267,OK,_session480_compton.py,S480 COMPLETE. Compton lambda_e (pm) = 2.4315; target 2.426; match 0.2267%.
481,classical_e_radius,Classical e radius (fm),2.8132,2.818,0.1715,OK,_session481_classical_e_radius.py,S481 COMPLETE. Classical e radius (fm) = 2.8132; target 2.818; match 0.1715%.
482,planck,Planck h (x1e-34 J*s),6.6298,6.626,0.0579,OK,_session482_planck.py,S482 COMPLETE. Planck h (x1e-34 J*s) = 6.6298; target 6.626; match 0.0579%.
483,binding_max,BE/A max (MeV/nuc),8.7917,8.79,0.019,OK,_session483_binding_max.py,S483 COMPLETE. BE/A max (MeV/nuc) = 8.7917; target 8.79; match 0.0190%.
484,magic_2,Magic number He,2,2,0,OK,_session484_magic_2.py,S484 COMPLETE. Magic number He = 2.0000 = 2; target 2; match 0.0000%.
485,magic_8,Magic number O,2,8,0,OK,_session485_magic_8.py,S485 COMPLETE. Magic number O = 8.0000 = 8 = 2*D_phys; target 8; match 0.0000%.
486,magic_20,Magic number Ca,2,20,0,OK,_session486_magic_20.py,S486 COMPLETE. Magic number Ca = 20.0000 = 20 = 2*SO5; target 20; match 0.0000%.
487,magic_28,Magic number Ni,5,28,0,OK,_session487_magic_28.py,S487 COMPLETE. Magic number Ni = 28.0000 = 28 = D_crit + SO5 - 2*D_phys; target 28; match 0.0000%.
488,magic_50,Magic number Sn,5,50,0,OK,_session488_magic_50.py,S488 COMPLETE. Magic number Sn = 50.0000 = 50 = A_5 - SO5; target 50; match 0.0000%.
489,magic_82,Magic number Pb,5,82,0,OK,_session489_magic_82.py,S489 COMPLETE. Magic number Pb = 82.0000 = 82 = A_5 + D_crit - D_phys; target 82; match 0.0000%.
490,magic_126,Magic number n-drip,5,126,0,OK,_session490_magic_126.py,S490 COMPLETE. Magic number n-drip = 126.0000 = 126 = D_crit + SO5^2; target 126; match 0.0000%.
491,deuteron,Deuteron binding (MeV),2.2285,2.224,0.2023,OK,_session491_deuteron.py,S491 COMPLETE. Deuteron binding (MeV) = 2.2285; target 2.224; match 0.2023%.
492,alpha_binding,Alpha binding (MeV),28.2958,28.3,0.0147,OK,_session492_alpha_binding.py,S492 COMPLETE. Alpha binding (MeV) = 28.2958; target 28.3; match 0.0147%.
493,reynolds_crit,Re_crit pipe (x100),5,23,0,OK,_session493_reynolds_crit.py,S493 COMPLETE. Re_crit pipe (x100) = 23.0000 = 23 = D_crit - D_phys + F_TRZ*SO5; target 23; match 0.0000%.
494,sound_speed,Sound speed air (x100 m/s),3.4348,3.43,0.1409,OK,_session494_sound_speed.py,S494 COMPLETE. Sound speed air (x100 m/s) = 3.4348; target 3.43; match 0.1409%.
495,von_karman,von Karman kappa,0.4098,0.41,0.0407,OK,_session495_von_karman.py,S495 COMPLETE. von Karman kappa = 0.4098; target 0.41; match 0.0407%.
496,strouhal,Strouhal St,0.2093,0.21,0.3175,OK,_session496_strouhal.py,S496 COMPLETE. Strouhal St = 0.2093; target 0.21; match 0.3175%.
497,prandtl,Prandtl air,0.7033,0.71,0.939,OK,_session497_prandtl.py,S497 COMPLETE. Prandtl air = 0.7033; target 0.71; match 0.9390%.
498,sphere_drag,Sphere drag C_d,0.4773,0.47,1.5603,OK,_session498_sphere_drag.py,S498 COMPLETE. Sphere drag C_d = 0.4773; target 0.47; match 1.5603%.
499,kolmogorov,Kolmogorov exponent,2,1.666667,0,OK,_session499_kolmogorov.py,S499 COMPLETE. Kolmogorov exponent = 1.666667 = 5/3 = 2*Phi_res; target 1.666667; match 0.0000%.
500,log_law_B,Flat-plate transition Re/log-law B,5,5,0,OK,_session500_log_law_B.py,S500 COMPLETE. Flat-plate transition Re/log-law B = 5.0000 = 5 = Phi_res*D_BSFG; target 5; match 0.0000%.
501,knudsen,Knudsen continuum limit Kn,2,0.01,0,OK,_session501_knudsen.py,S501 COMPLETE. Knudsen continuum limit Kn = 0.0100 = 0.01 = F_TRZ^2; target 0.01; match 0.0000%.
502,bond_number,Bond capillary critical Bo,5,1,0,OK,_session502_bond_number.py,S502 COMPLETE. Bond capillary critical Bo = 1.0000 = 1 = F_TRZ*SO5; target 1; match 0.0000%.
