# UQFFModule15_SgrA_SelfExpanding Simulation Results
# Time, Value
0.000000e+00,3.551527e+17
4.355280e+16,3.550570e+17
8.710560e+16,3.550570e+17
1.306584e+17,3.550570e+17
1.742112e+17,3.550570e+17
2.177640e+17,3.550570e+17
2.613168e+17,3.550570e+17
3.048696e+17,3.550570e+17
3.484224e+17,3.550570e+17
3.919752e+17,3.550570e+17
4.355280e+17,3.550570e+17
