name,source,query_time,M,r,T,B0,omega_s,omega_c,distance_m,distance_pc,redshift,ra,dec,radial_velocity,object_type,spectral_type
Sun,NED,2026-02-16T03:13:54.566881,1.9889999999999998e+41,1.543e+21,5778,0.0001,,,,,,,,,,
