SourceFile,ClassName,LineNumber,BaseClass,PhysicsType,MethodSignature
source21_wolfram.cpp,NGC3603ElectromagneticTerm,172,PhysicsTerm,electromagnetic,double compute(double t)
source21_wolfram.cpp,NGC3603QuantumUncertaintyTerm,199,PhysicsTerm,quantum,double compute(double t)
source21_wolfram.cpp,NGC3603FluidDensityTerm,224,PhysicsTerm,fluid,double compute(double t)
source21_wolfram.cpp,NGC3603OscillatoryWaveTerm,252,PhysicsTerm,wave,double compute(double t)
source21_wolfram.cpp,NGC3603DarkMatterPerturbationTerm,277,PhysicsTerm,darkmatter,double compute(double t)
source21_wolfram.cpp,NGC3603StellarWindTerm,310,PhysicsTerm,stellar,double compute(double t)
source21_wolfram.cpp,NGC3603CavityPressureTerm,336,PhysicsTerm,fluid,double compute(double t)
source22_wolfram.cpp,DynamicVacuumTerm,24,PhysicsTerm,vacuum,double compute(double t)
source22_wolfram.cpp,QuantumCouplingTerm,49,PhysicsTerm,vacuum,double compute(double t)
source22_wolfram.cpp,BubbleNebulaBaseGravityTerm,77,PhysicsTerm,gravity,double compute(double t)
source22_wolfram.cpp,BubbleNebulaUQFFUnificationTerm,119,PhysicsTerm,unified,double compute(double t)
source22_wolfram.cpp,BubbleNebulaCosmologicalConstantTerm,159,PhysicsTerm,vacuum,double compute(double t)
source22_wolfram.cpp,BubbleNebulaElectromagneticTerm,175,PhysicsTerm,electromagnetic,double compute(double t)
source22_wolfram.cpp,BubbleNebulaQuantumUncertaintyTerm,202,PhysicsTerm,quantum,double compute(double t)
source22_wolfram.cpp,BubbleNebulaFluidDensityTerm,227,PhysicsTerm,fluid,double compute(double t)
source22_wolfram.cpp,BubbleNebulaOscillatoryWaveTerm,255,PhysicsTerm,wave,double compute(double t)
source22_wolfram.cpp,BubbleNebulaDarkMatterPerturbationTerm,280,PhysicsTerm,darkmatter,double compute(double t)
source22_wolfram.cpp,BubbleNebulaStellarWindTerm,313,PhysicsTerm,stellar,double compute(double t)
source23_wolfram.cpp,DynamicVacuumTerm,24,PhysicsTerm,vacuum,double compute(double t)
source23_wolfram.cpp,QuantumCouplingTerm,49,PhysicsTerm,vacuum,double compute(double t)
source23_wolfram.cpp,AntennaeBaseGravityTerm,77,PhysicsTerm,gravity,double compute(double t)
source23_wolfram.cpp,AntennaeUQFFUnificationTerm,124,PhysicsTerm,unified,double compute(double t)
source23_wolfram.cpp,AntennaeCosmologicalConstantTerm,164,PhysicsTerm,vacuum,double compute(double t)
source23_wolfram.cpp,AntennaeElectromagneticTerm,180,PhysicsTerm,electromagnetic,double compute(double t)
source23_wolfram.cpp,AntennaeQuantumUncertaintyTerm,207,PhysicsTerm,quantum,double compute(double t)
source23_wolfram.cpp,AntennaeFluidDensityTerm,232,PhysicsTerm,fluid,double compute(double t)
source23_wolfram.cpp,AntennaeOscillatoryWaveTerm,260,PhysicsTerm,wave,double compute(double t)
source23_wolfram.cpp,AntennaeDarkMatterPerturbationTerm,285,PhysicsTerm,darkmatter,double compute(double t)
source23_wolfram.cpp,AntennaeStellarFeedbackTerm,318,PhysicsTerm,stellar,double compute(double t)
source24_wolfram.cpp,DynamicVacuumTerm,24,PhysicsTerm,vacuum,double compute(double t)
source24_wolfram.cpp,QuantumCouplingTerm,49,PhysicsTerm,vacuum,double compute(double t)
source24_wolfram.cpp,HorseheadBaseGravityTerm,77,PhysicsTerm,gravity,double compute(double t)
source24_wolfram.cpp,HorseheadUQFFUnificationTerm,116,PhysicsTerm,unified,double compute(double t)
source24_wolfram.cpp,HorseheadCosmologicalConstantTerm,154,PhysicsTerm,vacuum,double compute(double t)
source24_wolfram.cpp,HorseheadElectromagneticTerm,170,PhysicsTerm,electromagnetic,double compute(double t)
source24_wolfram.cpp,HorseheadQuantumUncertaintyTerm,197,PhysicsTerm,quantum,double compute(double t)
source24_wolfram.cpp,HorseheadFluidDensityTerm,222,PhysicsTerm,fluid,double compute(double t)
source24_wolfram.cpp,HorseheadOscillatoryWaveTerm,250,PhysicsTerm,wave,double compute(double t)
source24_wolfram.cpp,HorseheadDarkMatterPerturbationTerm,275,PhysicsTerm,darkmatter,double compute(double t)
source24_wolfram.cpp,HorseheadStellarWindTerm,308,PhysicsTerm,stellar,double compute(double t)
source24_wolfram.cpp,HorseheadErosionTerm,334,PhysicsTerm,erosion,double compute(double t)
source25_wolfram.cpp,DynamicVacuumTerm,24,PhysicsTerm,vacuum,double compute(double t)
source25_wolfram.cpp,QuantumCouplingTerm,49,PhysicsTerm,vacuum,double compute(double t)
source25_wolfram.cpp,NGC1275BaseGravityTerm,77,PhysicsTerm,gravity,double compute(double t)
source25_wolfram.cpp,NGC1275BlackHoleTerm,127,PhysicsTerm,blackhole,double compute(double t)
source25_wolfram.cpp,NGC1275UQFFUnificationTerm,152,PhysicsTerm,unified,double compute(double t)
source25_wolfram.cpp,NGC1275CosmologicalConstantTerm,194,PhysicsTerm,vacuum,double compute(double t)
source25_wolfram.cpp,NGC1275ElectromagneticTerm,210,PhysicsTerm,electromagnetic,double compute(double t)
source25_wolfram.cpp,NGC1275QuantumUncertaintyTerm,240,PhysicsTerm,quantum,double compute(double t)
source25_wolfram.cpp,NGC1275FluidDensityTerm,265,PhysicsTerm,fluid,double compute(double t)
source25_wolfram.cpp,NGC1275OscillatoryWaveTerm,293,PhysicsTerm,wave,double compute(double t)
source25_wolfram.cpp,NGC1275DarkMatterPerturbationTerm,318,PhysicsTerm,darkmatter,double compute(double t)
source25_wolfram.cpp,NGC1275CoolingFlowTerm,351,PhysicsTerm,coolingflow,double compute(double t)
source25_wolfram.cpp,NGC1275MagneticDecayTerm,377,PhysicsTerm,magnetic,double compute(double t)
source25_wolfram.cpp,NGC1275FilamentSupportTerm,405,PhysicsTerm,filament,double compute(double t)
source26_wolfram.cpp,DynamicVacuumTerm,24,PhysicsTerm,vacuum,double compute(double t)
source26_wolfram.cpp,QuantumCouplingTerm,49,PhysicsTerm,vacuum,double compute(double t)
source26_wolfram.cpp,HUDFBaseGravityTerm,77,PhysicsTerm,gravity,double compute(double t)
source26_wolfram.cpp,HUDFUQFFUnificationTerm,127,PhysicsTerm,unified,double compute(double t)
source26_wolfram.cpp,HUDFCosmologicalConstantTerm,167,PhysicsTerm,vacuum,double compute(double t)
source26_wolfram.cpp,HUDFElectromagneticTerm,183,PhysicsTerm,electromagnetic,double compute(double t)
source26_wolfram.cpp,HUDFQuantumUncertaintyTerm,210,PhysicsTerm,quantum,double compute(double t)
source26_wolfram.cpp,HUDFFluidDensityTerm,235,PhysicsTerm,fluid,double compute(double t)
source26_wolfram.cpp,HUDFOscillatoryWaveTerm,263,PhysicsTerm,wave,double compute(double t)
source26_wolfram.cpp,HUDFDarkMatterPerturbationTerm,288,PhysicsTerm,darkmatter,double compute(double t)
source26_wolfram.cpp,HUDFStarFormationTerm,321,PhysicsTerm,starformation,double compute(double t)
source26_wolfram.cpp,HUDFGalaxyInteractionTerm,349,PhysicsTerm,galaxyinteraction,double compute(double t)
source26_wolfram.cpp,HUDFMergerFeedbackTerm,377,PhysicsTerm,mergerfeedback,double compute(double t)
source27_wolfram.cpp,DynamicVacuumTerm,24,PhysicsTerm,vacuum,double compute(double t)
source27_wolfram.cpp,QuantumCouplingTerm,49,PhysicsTerm,vacuum,double compute(double t)
source27_wolfram.cpp,NGC1792BaseGravityTerm,77,PhysicsTerm,gravity,double compute(double t)
source27_wolfram.cpp,NGC1792UQFFUnificationTerm,118,PhysicsTerm,unified,double compute(double t)
source27_wolfram.cpp,NGC1792CosmologicalConstantTerm,143,PhysicsTerm,vacuum,double compute(double t)
source27_wolfram.cpp,NGC1792ElectromagneticTerm,159,PhysicsTerm,electromagnetic,double compute(double t)
source27_wolfram.cpp,NGC1792QuantumUncertaintyTerm,187,PhysicsTerm,quantum,double compute(double t)
source27_wolfram.cpp,NGC1792FluidDensityTerm,212,PhysicsTerm,fluid,double compute(double t)
source27_wolfram.cpp,NGC1792OscillatoryWaveTerm,240,PhysicsTerm,wave,double compute(double t)
source27_wolfram.cpp,NGC1792DarkMatterPerturbationTerm,265,PhysicsTerm,darkmatter,double compute(double t)
source27_wolfram.cpp,NGC1792SupernovaFeedbackTerm,298,PhysicsTerm,supernovafeedback,double compute(double t)
source27_wolfram.cpp,NGC1792StarFormationTerm,322,PhysicsTerm,starformation,double compute(double t)
source28_wolfram.cpp,DynamicVacuumTerm,24,PhysicsTerm,vacuum,double compute(double t)
source28_wolfram.cpp,QuantumCouplingTerm,49,PhysicsTerm,vacuum,double compute(double t)
source28_wolfram.cpp,AndromedaBaseGravityTerm,77,PhysicsTerm,gravity,double compute(double t)
source28_wolfram.cpp,AndromedaUQFFUnificationTerm,126,PhysicsTerm,unified,double compute(double t)
source28_wolfram.cpp,AndromedaCosmologicalConstantTerm,151,PhysicsTerm,vacuum,double compute(double t)
source28_wolfram.cpp,AndromedaQuantumUncertaintyTerm,167,PhysicsTerm,quantum,double compute(double t)
source28_wolfram.cpp,AndromedaElectromagneticTerm,193,PhysicsTerm,electromagnetic,double compute(double t)
source28_wolfram.cpp,AndromedaFluidDensityTerm,219,PhysicsTerm,fluid,double compute(double t)
source28_wolfram.cpp,AndromedaOscillatoryWaveTerm,243,PhysicsTerm,wave,double compute(double t)
source28_wolfram.cpp,AndromedaDarkMatterPerturbationTerm,264,PhysicsTerm,darkmatter,double compute(double t)
source28_wolfram.cpp,AndromedaDustFrictionTerm,291,PhysicsTerm,dustfriction,double compute(double t)
source28_wolfram.cpp,AndromedaSMBHTerm,315,PhysicsTerm,blackhole,double compute(double t)
source29_wolfram.cpp,DynamicVacuumTerm,24,PhysicsTerm,vacuum,double compute(double t)
source29_wolfram.cpp,QuantumCouplingTerm,49,PhysicsTerm,vacuum,double compute(double t)
source29_wolfram.cpp,SombreroBaseGravityTerm,77,PhysicsTerm,gravity,double compute(double t)
source29_wolfram.cpp,SombreroSMBHTerm,125,PhysicsTerm,blackhole,double compute(double t)
source29_wolfram.cpp,SombreroUQFFUnificationTerm,149,PhysicsTerm,unified,double compute(double t)
source29_wolfram.cpp,SombreroCosmologicalConstantTerm,174,PhysicsTerm,vacuum,double compute(double t)
source29_wolfram.cpp,SombreroQuantumUncertaintyTerm,190,PhysicsTerm,quantum,double compute(double t)
source29_wolfram.cpp,SombreroElectromagneticTerm,216,PhysicsTerm,electromagnetic,double compute(double t)
source29_wolfram.cpp,SombreroFluidDensityTerm,244,PhysicsTerm,fluid,double compute(double t)
source29_wolfram.cpp,SombreroOscillatoryWaveTerm,268,PhysicsTerm,wave,double compute(double t)
source29_wolfram.cpp,SombreroDarkMatterPerturbationTerm,289,PhysicsTerm,darkmatter,double compute(double t)
source29_wolfram.cpp,SombreroDustFrictionTerm,316,PhysicsTerm,dustfriction,double compute(double t)
source29_wolfram.cpp,SombreroSuperconductivityTerm,340,PhysicsTerm,superconductivity,double compute(double t)
source30_wolfram.cpp,DynamicVacuumTerm,24,PhysicsTerm,vacuum,double compute(double t)
source30_wolfram.cpp,QuantumCouplingTerm,49,PhysicsTerm,vacuum,double compute(double t)
source30_wolfram.cpp,SaturnSunGravityTerm,77,PhysicsTerm,solargravity,double compute(double t)
source30_wolfram.cpp,SaturnSelfGravityTerm,119,PhysicsTerm,planetarygravity,double compute(double t)
source30_wolfram.cpp,SaturnRingTidalTerm,145,PhysicsTerm,tidalforces,double compute(double t)
source30_wolfram.cpp,SaturnUQFFUnificationTerm,169,PhysicsTerm,unified,double compute(double t)
source30_wolfram.cpp,SaturnCosmologicalConstantTerm,194,PhysicsTerm,vacuum,double compute(double t)
source30_wolfram.cpp,SaturnQuantumUncertaintyTerm,210,PhysicsTerm,quantum,double compute(double t)
source30_wolfram.cpp,SaturnElectromagneticTerm,236,PhysicsTerm,electromagnetic,double compute(double t)
source30_wolfram.cpp,SaturnFluidDensityTerm,264,PhysicsTerm,fluid,double compute(double t)
source30_wolfram.cpp,SaturnOscillatoryWaveTerm,288,PhysicsTerm,wave,double compute(double t)
source30_wolfram.cpp,SaturnDarkMatterPerturbationTerm,309,PhysicsTerm,darkmatter,double compute(double t)
source30_wolfram.cpp,SaturnAtmosphericWindTerm,336,PhysicsTerm,atmosphericwind,double compute(double t)
source31_wolfram.cpp,DynamicVacuumTerm,54,PhysicsTerm,vacuum,double compute(double t)
source31_wolfram.cpp,QuantumCouplingTerm,76,PhysicsTerm,quantum,double compute(double t)
source31_wolfram.cpp,M16BaseGravityTerm,108,PhysicsTerm,gravity,double compute(double t)
source31_wolfram.cpp,M16StarFormationTerm,160,PhysicsTerm,starformation,double compute(double t)
source31_wolfram.cpp,M16RadiationErosionTerm,185,PhysicsTerm,erosion,double compute(double t)
source31_wolfram.cpp,M16UQFFUnificationTerm,212,PhysicsTerm,unified,double compute(double t)
source31_wolfram.cpp,M16CosmologicalConstantTerm,231,PhysicsTerm,vacuum,double compute(double t)
source31_wolfram.cpp,M16QuantumUncertaintyTerm,247,PhysicsTerm,quantum,double compute(double t)
source31_wolfram.cpp,M16ElectromagneticTerm,271,PhysicsTerm,electromagnetic,double compute(double t)
source31_wolfram.cpp,M16FluidDensityTerm,294,PhysicsTerm,fluid,double compute(double t)
source31_wolfram.cpp,M16OscillatoryWaveTerm,314,PhysicsTerm,wave,double compute(double t)
source31_wolfram.cpp,M16DarkMatterPerturbationTerm,336,PhysicsTerm,darkmatter,double compute(double t)
source31_wolfram.cpp,M16SuperconductivityTerm,359,PhysicsTerm,superconductivity,double compute(double t)
source32_wolfram.cpp,DynamicVacuumTerm,54,PhysicsTerm,vacuum,double compute(double t)
source32_wolfram.cpp,QuantumCouplingTerm,78,PhysicsTerm,quantum,double compute(double t)
source32_wolfram.cpp,CrabBaseGravityTerm,112,PhysicsTerm,gravity,double compute(double t)
source32_wolfram.cpp,CrabPulsarWindTerm,156,PhysicsTerm,pulsarwind,double compute(double t)
source32_wolfram.cpp,CrabMagneticLorentzTerm,180,PhysicsTerm,magnetic,double compute(double t)
source32_wolfram.cpp,CrabUQFFUnificationTerm,203,PhysicsTerm,unified,double compute(double t)
source32_wolfram.cpp,CrabCosmologicalConstantTerm,224,PhysicsTerm,vacuum,double compute(double t)
source32_wolfram.cpp,CrabQuantumUncertaintyTerm,240,PhysicsTerm,quantum,double compute(double t)
source32_wolfram.cpp,CrabElectromagneticTerm,264,PhysicsTerm,electromagnetic,double compute(double t)
source32_wolfram.cpp,CrabFluidDensityTerm,287,PhysicsTerm,fluid,double compute(double t)
source32_wolfram.cpp,CrabOscillatoryWaveTerm,309,PhysicsTerm,wave,double compute(double t)
source32_wolfram.cpp,CrabDarkMatterPerturbationTerm,332,PhysicsTerm,darkmatter,double compute(double t)
source32_wolfram.cpp,CrabSuperconductivityTerm,356,PhysicsTerm,superconductivity,double compute(double t)
source33_wolfram.cpp,DynamicVacuumTerm,54,PhysicsTerm,vacuum,double compute(double t)
source33_wolfram.cpp,QuantumCouplingTerm,76,PhysicsTerm,quantum,double compute(double t)
source33_wolfram.cpp,SGR1745BaseGravityTerm,106,PhysicsTerm,gravity,double compute(double t)
source33_wolfram.cpp,SGR1745MagnetarSpinEMTerm,143,PhysicsTerm,magnetarspin,double compute(double t)
source33_wolfram.cpp,SGR1745UQFFUnificationTerm,171,PhysicsTerm,unified,double compute(double t)
source33_wolfram.cpp,SGR1745CosmologicalConstantTerm,190,PhysicsTerm,vacuum,double compute(double t)
source33_wolfram.cpp,SGR1745QuantumUncertaintyTerm,206,PhysicsTerm,quantum,double compute(double t)
source33_wolfram.cpp,SGR1745CrustFluidTerm,230,PhysicsTerm,fluid,double compute(double t)
source33_wolfram.cpp,SGR1745OscillatoryWaveTerm,273,PhysicsTerm,wave,double compute(double t)
source33_wolfram.cpp,SGR1745DarkMatterPerturbationTerm,296,PhysicsTerm,darkmatter,double compute(double t)
source33_wolfram.cpp,SGR1745SuperconductivityTerm,319,PhysicsTerm,superconductivity,double compute(double t)
source33_wolfram.cpp,SGR1745BurstEnergyTerm,342,PhysicsTerm,burstenergy,double compute(double t)
source34_wolfram.cpp,DynamicVacuumTerm,343,PhysicsTerm,vacuum,double compute(double t)
source34_wolfram.cpp,QuantumCouplingTerm,344,PhysicsTerm,quantum,double compute(double t)
source34_wolfram.cpp,SGR1745FreqDPMTerm,345,PhysicsTerm,dpmresonance,double compute(double t)
source34_wolfram.cpp,SGR1745FreqTHzTerm,346,PhysicsTerm,thzpipeline,double compute(double t)
source34_wolfram.cpp,SGR1745FreqVacDiffTerm,347,PhysicsTerm,vacuumdifferential,double compute(double t)
source34_wolfram.cpp,SGR1745FreqSuperTerm,348,PhysicsTerm,superfreq,double compute(double t)
source34_wolfram.cpp,SGR1745FreqAetherResTerm,349,PhysicsTerm,aetherresonance,double compute(double t)
source34_wolfram.cpp,SGR1745FreqU_g4iTerm,350,PhysicsTerm,reactiveu_g4i,double compute(double t)
source34_wolfram.cpp,SGR1745FreqQuantumTerm,351,PhysicsTerm,quantumfreq,double compute(double t)
source34_wolfram.cpp,SGR1745FreqAetherTerm,352,PhysicsTerm,aetherfreq,double compute(double t)
source34_wolfram.cpp,SGR1745FreqFluidTerm,353,PhysicsTerm,fluidfreq,double compute(double t)
source34_wolfram.cpp,SGR1745FreqOscTerm,354,PhysicsTerm,oscillatory,double compute(double t)
source34_wolfram.cpp,SGR1745FreqExpTerm,355,PhysicsTerm,expansionfreq,double compute(double t)
source35_wolfram.cpp,DynamicVacuumTerm,356,PhysicsTerm,vacuum,double compute(double t)
source35_wolfram.cpp,QuantumCouplingTerm,357,PhysicsTerm,quantum,double compute(double t)
source35_wolfram.cpp,SgrAFreqDPMTerm,358,PhysicsTerm,dpmresonance,double compute(double t)
source35_wolfram.cpp,SgrAFreqTHzTerm,359,PhysicsTerm,thzpipeline,double compute(double t)
source35_wolfram.cpp,SgrAFreqVacDiffTerm,360,PhysicsTerm,vacuumdifferential,double compute(double t)
source35_wolfram.cpp,SgrAFreqSuperTerm,361,PhysicsTerm,superfreq,double compute(double t)
source35_wolfram.cpp,SgrAFreqAetherResTerm,362,PhysicsTerm,aetherresonance,double compute(double t)
source35_wolfram.cpp,SgrAFreqU_g4iTerm,363,PhysicsTerm,reactiveu_g4i,double compute(double t)
source35_wolfram.cpp,SgrAFreqQuantumTerm,364,PhysicsTerm,quantumfreq,double compute(double t)
source35_wolfram.cpp,SgrAFreqAetherTerm,365,PhysicsTerm,aetherfreq,double compute(double t)
source35_wolfram.cpp,SgrAFreqFluidTerm,366,PhysicsTerm,fluidfreq,double compute(double t)
source35_wolfram.cpp,SgrAFreqOscTerm,367,PhysicsTerm,oscillatory,double compute(double t)
source35_wolfram.cpp,SgrAFreqExpTerm,368,PhysicsTerm,expansionfreq,double compute(double t)
source36_wolfram.cpp,DynamicVacuumTerm,369,PhysicsTerm,vacuum,double compute(double t)
source36_wolfram.cpp,QuantumCouplingTerm,370,PhysicsTerm,quantum,double compute(double t)
source36_wolfram.cpp,TapestryFreqDPMTerm,371,PhysicsTerm,dpmresonance,double compute(double t)
source36_wolfram.cpp,TapestryFreqTHzTerm,372,PhysicsTerm,thzpipeline,double compute(double t)
source36_wolfram.cpp,TapestryFreqVacDiffTerm,373,PhysicsTerm,vacuumdifferential,double compute(double t)
source36_wolfram.cpp,TapestryFreqSuperTerm,374,PhysicsTerm,superfreq,double compute(double t)
source36_wolfram.cpp,TapestryFreqAetherResTerm,375,PhysicsTerm,aetherresonance,double compute(double t)
source36_wolfram.cpp,TapestryFreqU_g4iTerm,376,PhysicsTerm,reactiveu_g4i,double compute(double t)
source36_wolfram.cpp,TapestryFreqQuantumTerm,377,PhysicsTerm,quantumfreq,double compute(double t)
source36_wolfram.cpp,TapestryFreqAetherTerm,378,PhysicsTerm,aetherfreq,double compute(double t)
source36_wolfram.cpp,TapestryFreqFluidTerm,379,PhysicsTerm,fluidfreq,double compute(double t)
source36_wolfram.cpp,TapestryFreqOscTerm,380,PhysicsTerm,oscillatory,double compute(double t)
source36_wolfram.cpp,TapestryFreqExpTerm,381,PhysicsTerm,expansionfreq,double compute(double t)
source37_wolfram.cpp,DynamicVacuumTerm,382,PhysicsTerm,vacuum,double compute(double t)
source37_wolfram.cpp,QuantumCouplingTerm,383,PhysicsTerm,quantum,double compute(double t)
source37_wolfram.cpp,ResonanceDPMTerm,384,PhysicsTerm,resonance,double compute(double t)
source37_wolfram.cpp,ResonanceTHzTerm,385,PhysicsTerm,resonance,double compute(double t)
source37_wolfram.cpp,ResonanceAetherTerm,386,PhysicsTerm,resonance,double compute(double t)
source37_wolfram.cpp,ResonanceU_g4iTerm,387,PhysicsTerm,resonance,double compute(double t)
source37_wolfram.cpp,ResonanceOscillatoryTerm,388,PhysicsTerm,resonance,double compute(double t)
source37_wolfram.cpp,ResonanceSCFreqTerm,389,PhysicsTerm,resonance,double compute(double t)
source37_wolfram.cpp,SuperconductiveCorrectionTerm,390,PhysicsTerm,superconductivity,double compute(double t)
source38_wolfram.cpp,DynamicVacuumTerm,391,PhysicsTerm,vacuum,double compute(double t)
source38_wolfram.cpp,QuantumCouplingTerm,392,PhysicsTerm,quantum,double compute(double t)
source38_wolfram.cpp,CompressedDPMTerm,393,PhysicsTerm,compressed,double compute(double t)
source38_wolfram.cpp,CompressedTHzTerm,394,PhysicsTerm,compressed,double compute(double t)
source38_wolfram.cpp,CompressedVacDiffTerm,395,PhysicsTerm,compressed,double compute(double t)
source38_wolfram.cpp,CompressedSuperTerm,396,PhysicsTerm,compressed,double compute(double t)
source38_wolfram.cpp,ResonanceAetherCompTerm,397,PhysicsTerm,resonance,double compute(double t)
source38_wolfram.cpp,ResonanceU_g4iCompTerm,398,PhysicsTerm,resonance,double compute(double t)
source38_wolfram.cpp,ResonanceOscillatoryCompTerm,399,PhysicsTerm,resonance,double compute(double t)
source38_wolfram.cpp,ResonanceQuantumCompTerm,400,PhysicsTerm,resonance,double compute(double t)
source38_wolfram.cpp,ResonanceFluidCompTerm,401,PhysicsTerm,resonance,double compute(double t)
source38_wolfram.cpp,ResonanceExpansionCompTerm,402,PhysicsTerm,resonance,double compute(double t)
source39_wolfram.cpp,DynamicVacuumTerm,403,PhysicsTerm,vacuum,double compute(double t)
source39_wolfram.cpp,QuantumCouplingTerm,404,PhysicsTerm,quantum,double compute(double t)
source39_wolfram.cpp,CrabDPMResonanceTerm,405,PhysicsTerm,resonance,double compute(double t)
source39_wolfram.cpp,CrabTHzResonanceTerm,406,PhysicsTerm,resonance,double compute(double t)
source39_wolfram.cpp,CrabAetherResonanceTerm,407,PhysicsTerm,resonance,double compute(double t)
source39_wolfram.cpp,CrabU_g4iResonanceTerm,408,PhysicsTerm,resonance,double compute(double t)
source39_wolfram.cpp,CrabQuantumResonanceTerm,409,PhysicsTerm,resonance,double compute(double t)
source39_wolfram.cpp,CrabFluidResonanceTerm,410,PhysicsTerm,resonance,double compute(double t)
source39_wolfram.cpp,CrabOscillatoryResonanceTerm,411,PhysicsTerm,resonance,double compute(double t)
source39_wolfram.cpp,CrabExpansionResonanceTerm,412,PhysicsTerm,resonance,double compute(double t)
source40_wolfram.cpp,DynamicVacuumTerm,413,PhysicsTerm,vacuum,double compute(double t)
source40_wolfram.cpp,QuantumCouplingTerm,414,PhysicsTerm,quantum,double compute(double t)
source40_wolfram.cpp,CompressedDPM24Term,415,PhysicsTerm,compressed,double compute(double t)
source40_wolfram.cpp,CompressedTHz24Term,416,PhysicsTerm,compressed,double compute(double t)
source40_wolfram.cpp,CompressedVacDiff24Term,417,PhysicsTerm,compressed,double compute(double t)
source40_wolfram.cpp,CompressedSuper24Term,418,PhysicsTerm,compressed,double compute(double t)
source40_wolfram.cpp,ResonanceAether24Term,419,PhysicsTerm,resonance,double compute(double t)
source40_wolfram.cpp,ResonanceU_g4i24Term,420,PhysicsTerm,resonance,double compute(double t)
source40_wolfram.cpp,ResonanceOscillatory24Term,421,PhysicsTerm,resonance,double compute(double t)
source40_wolfram.cpp,ResonanceQuantum24Term,422,PhysicsTerm,resonance,double compute(double t)
source40_wolfram.cpp,ResonanceFluid24Term,423,PhysicsTerm,resonance,double compute(double t)
source40_wolfram.cpp,ResonanceExpansion24Term,424,PhysicsTerm,resonance,double compute(double t)
source41_wolfram.cpp,DynamicVacuumTerm,425,PhysicsTerm,vacuum,double compute(double t)
source41_wolfram.cpp,QuantumCouplingTerm,426,PhysicsTerm,quantum,double compute(double t)
source41_wolfram.cpp,CosmologicalLambdaTerm,427,PhysicsTerm,cosmology,double compute(double t)
source41_wolfram.cpp,HubbleExpansionTerm,428,PhysicsTerm,cosmology,double compute(double t)
source41_wolfram.cpp,DarkMatterHaloTerm,429,PhysicsTerm,dark_matter,double compute(double t)
source41_wolfram.cpp,BaryonicMatterTerm,430,PhysicsTerm,matter,double compute(double t)
source41_wolfram.cpp,QuantumIntegralTerm,431,PhysicsTerm,quantum,double compute(double t)
source41_wolfram.cpp,FluidDynamicsTerm,432,PhysicsTerm,fluid,double compute(double t)
source41_wolfram.cpp,ResonantOscillatoryTerm,433,PhysicsTerm,resonance,double compute(double t)
source41_wolfram.cpp,LorentzForceTerm,434,PhysicsTerm,electromagnetic,double compute(double t)
source42_wolfram.cpp,DynamicVacuumTerm,435,PhysicsTerm,vacuum,double compute(double t)
source42_wolfram.cpp,QuantumCouplingTerm,436,PhysicsTerm,quantum,double compute(double t)
source42_wolfram.cpp,BohrOrbitalTerm,437,PhysicsTerm,atomic,double compute(double t)
source42_wolfram.cpp,ElectronWavefunctionTerm,438,PhysicsTerm,quantum,double compute(double t)
source42_wolfram.cpp,ElectronCloudFluidTerm,439,PhysicsTerm,fluid,double compute(double t)
source42_wolfram.cpp,LorentzElectronTerm,440,PhysicsTerm,electromagnetic,double compute(double t)
source42_wolfram.cpp,QuantumFluctuationTerm,441,PhysicsTerm,quantum,double compute(double t)
source42_wolfram.cpp,OrbitalResonanceTerm,442,PhysicsTerm,resonance,double compute(double t)
source42_wolfram.cpp,FineStructureTerm,443,PhysicsTerm,atomic,double compute(double t)
source42_wolfram.cpp,LambShiftTerm,444,PhysicsTerm,quantum,double compute(double t)
source43_wolfram.cpp,DynamicVacuumTerm,445,PhysicsTerm,vacuum,double compute(double t)
source43_wolfram.cpp,QuantumCouplingTerm,446,PhysicsTerm,quantum,double compute(double t)
source43_wolfram.cpp,HydrogenDPMResonanceTerm,447,PhysicsTerm,resonance,double compute(double t)
source43_wolfram.cpp,HydrogenTHzResonanceTerm,448,PhysicsTerm,resonance,double compute(double t)
source43_wolfram.cpp,HydrogenAetherResonanceTerm,449,PhysicsTerm,resonance,double compute(double t)
source43_wolfram.cpp,HydrogenU_g4iResonanceTerm,450,PhysicsTerm,resonance,double compute(double t)
source43_wolfram.cpp,HydrogenQuantumOrbitalResonanceTerm,451,PhysicsTerm,resonance,double compute(double t)
source43_wolfram.cpp,LymanSeriesOscillatoryTerm,452,PhysicsTerm,resonance,double compute(double t)
source43_wolfram.cpp,BalmerSeriesOscillatoryTerm,453,PhysicsTerm,resonance,double compute(double t)
source43_wolfram.cpp,SuperconductiveAtomicCorrectionTerm,454,PhysicsTerm,superconductivity,double compute(double t)
source44_wolfram.cpp,DynamicVacuumTerm,455,PhysicsTerm,vacuum,double compute(double t)
source44_wolfram.cpp,QuantumCouplingTerm,456,PhysicsTerm,quantum,double compute(double t)
source44_wolfram.cpp,StarFormationMassTerm,457,PhysicsTerm,star_formation,double compute(double t)
source44_wolfram.cpp,RadiationPressureTerm,458,PhysicsTerm,radiation,double compute(double t)
source44_wolfram.cpp,IonizedGasFluidTerm,459,PhysicsTerm,fluid,double compute(double t)
source44_wolfram.cpp,DarkMatterNebulaTerm,460,PhysicsTerm,dark_matter,double compute(double t)
source44_wolfram.cpp,HIIRegionResonanceTerm,461,PhysicsTerm,resonance,double compute(double t)
